p,qE,qL,q_cutoff,n,scoring_method,eMaxHammingScore,fold
0.75,0.55,0.5,1.5,1,Hamming,24.8,9
0.75,0.6,0.5,1.5,1,Hamming,23.09,9
0.75,0.65,0.5,1.5,1,Hamming,23.55,9
0.75,0.7,0.5,1.5,1,Hamming,24.47,9
0.75,0.75,0.5,1.5,1,Hamming,26,9
0.75,0.8,0.5,1.5,1,Hamming,23.88,9
0.75,0.8500000000000001,0.5,1.5,1,Hamming,28.73,9
0.75,0.9,0.5,1.5,1,Hamming,30.6,9
0.75,0.95,0.5,1.5,1,Hamming,30.11,9
0.75,1,0.5,1.5,1,Hamming,32.04,9
0.75,0.5,0.55,1.5,1,Hamming,22.44,9
0.75,0.55,0.55,1.5,1,Hamming,24.38,9
0.75,0.6,0.55,1.5,1,Hamming,20.89,9
0.75,0.65,0.55,1.5,1,Hamming,28.67,9
0.75,0.7,0.55,1.5,1,Hamming,25.82,9
0.75,0.75,0.55,1.5,1,Hamming,28.51,9
0.75,0.8,0.55,1.5,1,Hamming,27.66,9
0.75,0.8500000000000001,0.55,1.5,1,Hamming,31.26,9
0.75,0.9,0.55,1.5,1,Hamming,28.43,9
0.75,0.95,0.55,1.5,1,Hamming,33.05,9
0.75,1,0.55,1.5,1,Hamming,33.21,9
0.75,0.5,0.6,1.5,1,Hamming,27.23,9
0.75,0.55,0.6,1.5,1,Hamming,22.34,9
0.75,0.6,0.6,1.5,1,Hamming,27.62,9
0.75,0.65,0.6,1.5,1,Hamming,24.76,9
0.75,0.7,0.6,1.5,1,Hamming,25.66,9
0.75,0.75,0.6,1.5,1,Hamming,24.27,9
0.75,0.8,0.6,1.5,1,Hamming,30.24,9
0.75,0.8500000000000001,0.6,1.5,1,Hamming,29.18,9
0.75,0.9,0.6,1.5,1,Hamming,32.87,9
0.75,0.95,0.6,1.5,1,Hamming,33.27,9
0.75,1,0.6,1.5,1,Hamming,34.43,9
0.75,0.5,0.65,1.5,1,Hamming,24.31,9
0.75,0.55,0.65,1.5,1,Hamming,22.92,9
0.75,0.6,0.65,1.5,1,Hamming,23.58,9
0.75,0.65,0.65,1.5,1,Hamming,22.4,9
0.75,0.7,0.65,1.5,1,Hamming,27.05,9
0.75,0.75,0.65,1.5,1,Hamming,28.8,9
0.75,0.8,0.65,1.5,1,Hamming,31.82,9
0.75,0.8500000000000001,0.65,1.5,1,Hamming,28.72,9
0.75,0.9,0.65,1.5,1,Hamming,26.45,9
0.75,0.95,0.65,1.5,1,Hamming,33.4,9
0.75,1,0.65,1.5,1,Hamming,31.77,9
0.75,0.5,0.7,1.5,1,Hamming,27.51,9
0.75,0.55,0.7,1.5,1,Hamming,17.53,9
0.75,0.6,0.7,1.5,1,Hamming,24.45,9
0.75,0.65,0.7,1.5,1,Hamming,27.21,9
0.75,0.7,0.7,1.5,1,Hamming,24.22,9
0.75,0.75,0.7,1.5,1,Hamming,27.8,9
0.75,0.8,0.7,1.5,1,Hamming,32.19,9
0.75,0.8500000000000001,0.7,1.5,1,Hamming,26.76,9
0.75,0.9,0.7,1.5,1,Hamming,31.67,9
0.75,0.95,0.7,1.5,1,Hamming,32.78,9
0.75,1,0.7,1.5,1,Hamming,34.3,9
0.75,0.5,0.75,1.5,1,Hamming,23.77,9
0.75,0.55,0.75,1.5,1,Hamming,27.32,9
0.75,0.6,0.75,1.5,1,Hamming,22.63,9
0.75,0.65,0.75,1.5,1,Hamming,28.18,9
0.75,0.7,0.75,1.5,1,Hamming,29.4,9
0.75,0.75,0.75,1.5,1,Hamming,29.37,9
0.75,0.8,0.75,1.5,1,Hamming,28.54,9
0.75,0.8500000000000001,0.75,1.5,1,Hamming,30.9,9
0.75,0.9,0.75,1.5,1,Hamming,33.74,9
0.75,0.95,0.75,1.5,1,Hamming,35.97,9
0.75,1,0.75,1.5,1,Hamming,36.13,9
0.75,0.5,0.8,1.5,1,Hamming,20.9,9
0.75,0.55,0.8,1.5,1,Hamming,21.94,9
0.75,0.6,0.8,1.5,1,Hamming,26.13,9
0.75,0.65,0.8,1.5,1,Hamming,27.08,9
0.75,0.7,0.8,1.5,1,Hamming,27.07,9
0.75,0.75,0.8,1.5,1,Hamming,33.37,9
0.75,0.8,0.8,1.5,1,Hamming,31.24,9
0.75,0.8500000000000001,0.8,1.5,1,Hamming,32.98,9
0.75,0.9,0.8,1.5,1,Hamming,32.15,9
0.75,0.95,0.8,1.5,1,Hamming,35.76,9
0.75,1,0.8,1.5,1,Hamming,34.68,9
0.75,0.5,0.8500000000000001,1.5,1,Hamming,23.88,9
0.75,0.55,0.8500000000000001,1.5,1,Hamming,26.26,9
0.75,0.6,0.8500000000000001,1.5,1,Hamming,22.16,9
0.75,0.65,0.8500000000000001,1.5,1,Hamming,28.94,9
0.75,0.7,0.8500000000000001,1.5,1,Hamming,28.22,9
0.75,0.75,0.8500000000000001,1.5,1,Hamming,25.54,9
0.75,0.8,0.8500000000000001,1.5,1,Hamming,31.46,9
0.75,0.8500000000000001,0.8500000000000001,1.5,1,Hamming,30.83,9
0.75,0.9,0.8500000000000001,1.5,1,Hamming,31.61,9
0.75,0.95,0.8500000000000001,1.5,1,Hamming,37.08,9
0.75,1,0.8500000000000001,1.5,1,Hamming,35.73,9
0.75,0.5,0.9,1.5,1,Hamming,24.71,9
0.75,0.55,0.9,1.5,1,Hamming,21.94,9
0.75,0.6,0.9,1.5,1,Hamming,28.37,9
0.75,0.65,0.9,1.5,1,Hamming,24.81,9
0.75,0.7,0.9,1.5,1,Hamming,30.38,9
0.75,0.75,0.9,1.5,1,Hamming,31.22,9
0.75,0.8,0.9,1.5,1,Hamming,31.56,9
0.75,0.8500000000000001,0.9,1.5,1,Hamming,32.4,9
0.75,0.9,0.9,1.5,1,Hamming,33.01,9
0.75,0.95,0.9,1.5,1,Hamming,35.72,9
0.75,1,0.9,1.5,1,Hamming,36.88,9
0.75,0.5,0.95,1.5,1,Hamming,23.85,9
0.75,0.55,0.95,1.5,1,Hamming,24.28,9
0.75,0.6,0.95,1.5,1,Hamming,30.87,9
0.75,0.65,0.95,1.5,1,Hamming,26.41,9
0.75,0.7,0.95,1.5,1,Hamming,32.63,9
0.75,0.75,0.95,1.5,1,Hamming,31.54,9
0.75,0.8,0.95,1.5,1,Hamming,30.79,9
0.75,0.8500000000000001,0.95,1.5,1,Hamming,33.89,9
0.75,0.9,0.95,1.5,1,Hamming,33.13,9
0.75,0.95,0.95,1.5,1,Hamming,38.48,9
0.75,1,0.95,1.5,1,Hamming,37,9
0.75,0.5,1,1.5,1,Hamming,24.68,9
0.75,0.55,1,1.5,1,Hamming,21.89,9
0.75,0.6,1,1.5,1,Hamming,27.5,9
0.75,0.65,1,1.5,1,Hamming,34.48,9
0.75,0.7,1,1.5,1,Hamming,29.16,9
0.75,0.75,1,1.5,1,Hamming,32.56,9
0.75,0.8,1,1.5,1,Hamming,34.88,9
0.75,0.8500000000000001,1,1.5,1,Hamming,32.62,9
0.75,0.9,1,1.5,1,Hamming,36.26,9
0.75,0.95,1,1.5,1,Hamming,37.81,9
0.75,1,1,1.5,1,Hamming,40.18,9
0.75,0.5,0.5,2.5,1,Hamming,22.52,9
0.75,0.55,0.5,2.5,1,Hamming,21.08,9
0.75,0.6,0.5,2.5,1,Hamming,30.95,9
0.75,0.65,0.5,2.5,1,Hamming,26.81,9
0.75,0.7,0.5,2.5,1,Hamming,26.38,9
0.75,0.75,0.5,2.5,1,Hamming,32.84,9
0.75,0.8,0.5,2.5,1,Hamming,26.48,9
0.75,0.8500000000000001,0.5,2.5,1,Hamming,29.94,9
0.75,0.9,0.5,2.5,1,Hamming,32.38,9
0.75,0.95,0.5,2.5,1,Hamming,35.7,9
0.75,1,0.5,2.5,1,Hamming,35.58,9
0.75,0.5,0.55,2.5,1,Hamming,17.05,9
0.75,0.55,0.55,2.5,1,Hamming,24.43,9
0.75,0.6,0.55,2.5,1,Hamming,25.16,9
0.75,0.65,0.55,2.5,1,Hamming,24.87,9
0.75,0.7,0.55,2.5,1,Hamming,26.3,9
0.75,0.75,0.55,2.5,1,Hamming,30.04,9
0.75,0.8,0.55,2.5,1,Hamming,27.33,9
0.75,0.8500000000000001,0.55,2.5,1,Hamming,30.29,9
0.75,0.9,0.55,2.5,1,Hamming,32.44,9
0.75,0.95,0.55,2.5,1,Hamming,33.2,9
0.75,1,0.55,2.5,1,Hamming,36.53,9
0.75,0.5,0.6,2.5,1,Hamming,25.12,9
0.75,0.55,0.6,2.5,1,Hamming,17.99,9
0.75,0.6,0.6,2.5,1,Hamming,27.68,9
0.75,0.65,0.6,2.5,1,Hamming,25.69,9
0.75,0.7,0.6,2.5,1,Hamming,24.94,9
0.75,0.75,0.6,2.5,1,Hamming,29.38,9
0.75,0.8,0.6,2.5,1,Hamming,26.83,9
0.75,0.8500000000000001,0.6,2.5,1,Hamming,31.79,9
0.75,0.9,0.6,2.5,1,Hamming,30.92,9
0.75,0.95,0.6,2.5,1,Hamming,33.24,9
0.75,1,0.6,2.5,1,Hamming,37.04,9
0.75,0.5,0.65,2.5,1,Hamming,22.18,9
0.75,0.55,0.65,2.5,1,Hamming,22.41,9
0.75,0.6,0.65,2.5,1,Hamming,27.37,9
0.75,0.65,0.65,2.5,1,Hamming,23.1,9
0.75,0.7,0.65,2.5,1,Hamming,27.95,9
0.75,0.75,0.65,2.5,1,Hamming,27.55,9
0.75,0.8,0.65,2.5,1,Hamming,32.94,9
0.75,0.8500000000000001,0.65,2.5,1,Hamming,30.21,9
0.75,0.9,0.65,2.5,1,Hamming,35.79,9
0.75,0.95,0.65,2.5,1,Hamming,37.34,9
0.75,1,0.65,2.5,1,Hamming,35.42,9
0.75,0.5,0.7,2.5,1,Hamming,22.66,9
0.75,0.55,0.7,2.5,1,Hamming,23.83,9
0.75,0.6,0.7,2.5,1,Hamming,22.79,9
0.75,0.65,0.7,2.5,1,Hamming,28.31,9
0.75,0.7,0.7,2.5,1,Hamming,26.77,9
0.75,0.75,0.7,2.5,1,Hamming,29.63,9
0.75,0.8,0.7,2.5,1,Hamming,32.51,9
0.75,0.8500000000000001,0.7,2.5,1,Hamming,33.26,9
0.75,0.9,0.7,2.5,1,Hamming,35.82,9
0.75,0.95,0.7,2.5,1,Hamming,34.98,9
0.75,1,0.7,2.5,1,Hamming,37.36,9
0.75,0.5,0.75,2.5,1,Hamming,18.06,9
0.75,0.55,0.75,2.5,1,Hamming,23.78,9
0.75,0.6,0.75,2.5,1,Hamming,24.65,9
0.75,0.65,0.75,2.5,1,Hamming,30.18,9
0.75,0.7,0.75,2.5,1,Hamming,26.58,9
0.75,0.75,0.75,2.5,1,Hamming,30.2,9
0.75,0.8,0.75,2.5,1,Hamming,27.98,9
0.75,0.8500000000000001,0.75,2.5,1,Hamming,31.44,9
0.75,0.9,0.75,2.5,1,Hamming,33.48,9
0.75,0.95,0.75,2.5,1,Hamming,36.94,9
0.75,1,0.75,2.5,1,Hamming,37.57,9
0.75,0.5,0.8,2.5,1,Hamming,23.77,9
0.75,0.55,0.8,2.5,1,Hamming,23.6,9
0.75,0.6,0.8,2.5,1,Hamming,23.33,9
0.75,0.65,0.8,2.5,1,Hamming,28.13,9
0.75,0.7,0.8,2.5,1,Hamming,27.19,9
0.75,0.75,0.8,2.5,1,Hamming,25.62,9
0.75,0.8,0.8,2.5,1,Hamming,26.79,9
0.75,0.8500000000000001,0.8,2.5,1,Hamming,33.93,9
0.75,0.9,0.8,2.5,1,Hamming,30.64,9
0.75,0.95,0.8,2.5,1,Hamming,35.89,9
0.75,1,0.8,2.5,1,Hamming,37.77,9
0.75,0.5,0.8500000000000001,2.5,1,Hamming,24.31,9
0.75,0.55,0.8500000000000001,2.5,1,Hamming,22.73,9
0.75,0.6,0.8500000000000001,2.5,1,Hamming,25.41,9
0.75,0.65,0.8500000000000001,2.5,1,Hamming,24.66,9
0.75,0.7,0.8500000000000001,2.5,1,Hamming,27.48,9
0.75,0.75,0.8500000000000001,2.5,1,Hamming,29.6,9
0.75,0.8,0.8500000000000001,2.5,1,Hamming,30.83,9
0.75,0.8500000000000001,0.8500000000000001,2.5,1,Hamming,33.76,9
0.75,0.9,0.8500000000000001,2.5,1,Hamming,35.61,9
0.75,0.95,0.8500000000000001,2.5,1,Hamming,36.47,9
0.75,1,0.8500000000000001,2.5,1,Hamming,36.97,9
0.75,0.5,0.9,2.5,1,Hamming,23.51,9
0.75,0.55,0.9,2.5,1,Hamming,23.46,9
0.75,0.6,0.9,2.5,1,Hamming,26.77,9
0.75,0.65,0.9,2.5,1,Hamming,23.74,9
0.75,0.7,0.9,2.5,1,Hamming,27.33,9
0.75,0.75,0.9,2.5,1,Hamming,29.44,9
0.75,0.8,0.9,2.5,1,Hamming,28.79,9
0.75,0.8500000000000001,0.9,2.5,1,Hamming,35.26,9
0.75,0.9,0.9,2.5,1,Hamming,35.93,9
0.75,0.95,0.9,2.5,1,Hamming,37.33,9
0.75,1,0.9,2.5,1,Hamming,38.63,9
0.75,0.5,0.95,2.5,1,Hamming,18.47,9
0.75,0.55,0.95,2.5,1,Hamming,23,9
0.75,0.6,0.95,2.5,1,Hamming,26.09,9
0.75,0.65,0.95,2.5,1,Hamming,20.17,9
0.75,0.7,0.95,2.5,1,Hamming,28,9
0.75,0.75,0.95,2.5,1,Hamming,34.53,9
0.75,0.8,0.95,2.5,1,Hamming,28.27,9
0.75,0.8500000000000001,0.95,2.5,1,Hamming,32.44,9
0.75,0.9,0.95,2.5,1,Hamming,33.47,9
0.75,0.95,0.95,2.5,1,Hamming,37.55,9
0.75,1,0.95,2.5,1,Hamming,39.25,9
0.75,0.5,1,2.5,1,Hamming,24.29,9
0.75,0.55,1,2.5,1,Hamming,23.36,9
0.75,0.6,1,2.5,1,Hamming,24.6,9
0.75,0.65,1,2.5,1,Hamming,29.64,9
0.75,0.7,1,2.5,1,Hamming,28.56,9
0.75,0.75,1,2.5,1,Hamming,28.25,9
0.75,0.8,1,2.5,1,Hamming,30.15,9
0.75,0.8500000000000001,1,2.5,1,Hamming,35.37,9
0.75,0.9,1,2.5,1,Hamming,33.61,9
0.75,0.95,1,2.5,1,Hamming,35.54,9
0.75,1,1,2.5,1,Hamming,37.85,9
0.75,0.5,0.5,3.5,1,Hamming,20.38,9
0.75,0.55,0.5,3.5,1,Hamming,22.61,9
0.75,0.6,0.5,3.5,1,Hamming,23.03,9
0.75,0.65,0.5,3.5,1,Hamming,24.36,9
0.75,0.7,0.5,3.5,1,Hamming,31.13,9
0.75,0.75,0.5,3.5,1,Hamming,26.07,9
0.75,0.8,0.5,3.5,1,Hamming,26.86,9
0.75,0.8500000000000001,0.5,3.5,1,Hamming,30.14,9
0.75,0.9,0.5,3.5,1,Hamming,33.08,9
0.75,0.95,0.5,3.5,1,Hamming,35.22,9
0.75,1,0.5,3.5,1,Hamming,37.75,9
0.75,0.5,0.55,3.5,1,Hamming,20.26,9
0.75,0.55,0.55,3.5,1,Hamming,23.28,9
0.75,0.6,0.55,3.5,1,Hamming,23.47,9
0.75,0.65,0.55,3.5,1,Hamming,27.01,9
0.75,0.7,0.55,3.5,1,Hamming,26.57,9
0.75,0.75,0.55,3.5,1,Hamming,26.54,9
0.75,0.8,0.55,3.5,1,Hamming,31.45,9
0.75,0.8500000000000001,0.55,3.5,1,Hamming,34.72,9
0.75,0.9,0.55,3.5,1,Hamming,33.09,9
0.75,0.95,0.55,3.5,1,Hamming,35.74,9
0.75,1,0.55,3.5,1,Hamming,37.64,9
0.75,0.5,0.6,3.5,1,Hamming,18.47,9
0.75,0.55,0.6,3.5,1,Hamming,21.31,9
0.75,0.6,0.6,3.5,1,Hamming,25.58,9
0.75,0.65,0.6,3.5,1,Hamming,19.73,9
0.75,0.7,0.6,3.5,1,Hamming,29.37,9
0.75,0.75,0.6,3.5,1,Hamming,27.71,9
0.75,0.8,0.6,3.5,1,Hamming,29.42,9
0.75,0.8500000000000001,0.6,3.5,1,Hamming,33.52,9
0.75,0.9,0.6,3.5,1,Hamming,32.74,9
0.75,0.95,0.6,3.5,1,Hamming,35.16,9
0.75,1,0.6,3.5,1,Hamming,37.49,9
0.75,0.5,0.65,3.5,1,Hamming,21.03,9
0.75,0.55,0.65,3.5,1,Hamming,24.95,9
0.75,0.6,0.65,3.5,1,Hamming,27.01,9
0.75,0.65,0.65,3.5,1,Hamming,28,9
0.75,0.7,0.65,3.5,1,Hamming,27.53,9
0.75,0.75,0.65,3.5,1,Hamming,28.51,9
0.75,0.8,0.65,3.5,1,Hamming,33.16,9
0.75,0.8500000000000001,0.65,3.5,1,Hamming,31.07,9
0.75,0.9,0.65,3.5,1,Hamming,32.07,9
0.75,0.95,0.65,3.5,1,Hamming,38.37,9
0.75,1,0.65,3.5,1,Hamming,37.43,9
0.75,0.5,0.7,3.5,1,Hamming,20.8,9
0.75,0.55,0.7,3.5,1,Hamming,21.5,9
0.75,0.6,0.7,3.5,1,Hamming,22.27,9
0.75,0.65,0.7,3.5,1,Hamming,24.3,9
0.75,0.7,0.7,3.5,1,Hamming,26.29,9
0.75,0.75,0.7,3.5,1,Hamming,27.98,9
0.75,0.8,0.7,3.5,1,Hamming,30.66,9
0.75,0.8500000000000001,0.7,3.5,1,Hamming,33.61,9
0.75,0.9,0.7,3.5,1,Hamming,35.47,9
0.75,0.95,0.7,3.5,1,Hamming,32.13,9
0.75,1,0.7,3.5,1,Hamming,38.84,9
0.75,0.5,0.75,3.5,1,Hamming,21.12,9
0.75,0.55,0.75,3.5,1,Hamming,23.73,9
0.75,0.6,0.75,3.5,1,Hamming,25.2,9
0.75,0.65,0.75,3.5,1,Hamming,24.73,9
0.75,0.7,0.75,3.5,1,Hamming,29.29,9
0.75,0.75,0.75,3.5,1,Hamming,26.09,9
0.75,0.8,0.75,3.5,1,Hamming,33.62,9
0.75,0.8500000000000001,0.75,3.5,1,Hamming,29.63,9
0.75,0.9,0.75,3.5,1,Hamming,35.03,9
0.75,0.95,0.75,3.5,1,Hamming,33.9,9
0.75,1,0.75,3.5,1,Hamming,37.71,9
0.75,0.5,0.8,3.5,1,Hamming,24.58,9
0.75,0.55,0.8,3.5,1,Hamming,21.48,9
0.75,0.6,0.8,3.5,1,Hamming,22.86,9
0.75,0.65,0.8,3.5,1,Hamming,27.17,9
0.75,0.7,0.8,3.5,1,Hamming,27.31,9
0.75,0.75,0.8,3.5,1,Hamming,32.9,9
0.75,0.8,0.8,3.5,1,Hamming,33.81,9
0.75,0.8500000000000001,0.8,3.5,1,Hamming,36.05,9
0.75,0.9,0.8,3.5,1,Hamming,34.27,9
0.75,0.95,0.8,3.5,1,Hamming,36.66,9
0.75,1,0.8,3.5,1,Hamming,37.46,9
0.75,0.5,0.8500000000000001,3.5,1,Hamming,21.56,9
0.75,0.55,0.8500000000000001,3.5,1,Hamming,22.73,9
0.75,0.6,0.8500000000000001,3.5,1,Hamming,26.15,9
0.75,0.65,0.8500000000000001,3.5,1,Hamming,22.71,9
0.75,0.7,0.8500000000000001,3.5,1,Hamming,25.82,9
0.75,0.75,0.8500000000000001,3.5,1,Hamming,28.91,9
0.75,0.8,0.8500000000000001,3.5,1,Hamming,34.33,9
0.75,0.8500000000000001,0.8500000000000001,3.5,1,Hamming,30.68,9
0.75,0.9,0.8500000000000001,3.5,1,Hamming,30.57,9
0.75,0.95,0.8500000000000001,3.5,1,Hamming,35.46,9
0.75,1,0.8500000000000001,3.5,1,Hamming,39.05,9
0.75,0.5,0.9,3.5,1,Hamming,21.53,9
0.75,0.55,0.9,3.5,1,Hamming,21.93,9
0.75,0.6,0.9,3.5,1,Hamming,20.9,9
0.75,0.65,0.9,3.5,1,Hamming,23.11,9
0.75,0.7,0.9,3.5,1,Hamming,27.49,9
0.75,0.75,0.9,3.5,1,Hamming,24.81,9
0.75,0.8,0.9,3.5,1,Hamming,32.45,9
0.75,0.8500000000000001,0.9,3.5,1,Hamming,33.11,9
0.75,0.9,0.9,3.5,1,Hamming,28.41,9
0.75,0.95,0.9,3.5,1,Hamming,37.45,9
0.75,1,0.9,3.5,1,Hamming,38.05,9
0.75,0.5,0.95,3.5,1,Hamming,23.26,9
0.75,0.55,0.95,3.5,1,Hamming,22.83,9
0.75,0.6,0.95,3.5,1,Hamming,24.04,9
0.75,0.65,0.95,3.5,1,Hamming,25.44,9
0.75,0.7,0.95,3.5,1,Hamming,25.84,9
0.75,0.75,0.95,3.5,1,Hamming,28.86,9
0.75,0.8,0.95,3.5,1,Hamming,28.15,9
0.75,0.8500000000000001,0.95,3.5,1,Hamming,35.07,9
0.75,0.9,0.95,3.5,1,Hamming,34.22,9
0.75,0.95,0.95,3.5,1,Hamming,35.54,9
0.75,1,0.95,3.5,1,Hamming,37.11,9
0.75,0.5,1,3.5,1,Hamming,21.16,9
0.75,0.55,1,3.5,1,Hamming,24.26,9
0.75,0.6,1,3.5,1,Hamming,24.74,9
0.75,0.65,1,3.5,1,Hamming,24.82,9
0.75,0.7,1,3.5,1,Hamming,31.74,9
0.75,0.75,1,3.5,1,Hamming,24.87,9
0.75,0.8,1,3.5,1,Hamming,33.26,9
0.75,0.8500000000000001,1,3.5,1,Hamming,33.32,9
0.75,0.9,1,3.5,1,Hamming,34.98,9
0.75,0.95,1,3.5,1,Hamming,36.13,9
0.75,1,1,3.5,1,Hamming,37.93,9
0.75,0.5,0.5,4.5,1,Hamming,19.09,9
0.75,0.55,0.5,4.5,1,Hamming,23.66,9
0.75,0.6,0.5,4.5,1,Hamming,22.95,9
0.75,0.65,0.5,4.5,1,Hamming,26.02,9
0.75,0.7,0.5,4.5,1,Hamming,27.9,9
0.75,0.75,0.5,4.5,1,Hamming,27.69,9
0.75,0.8,0.5,4.5,1,Hamming,34.06,9
0.75,0.8500000000000001,0.5,4.5,1,Hamming,34.21,9
0.75,0.9,0.5,4.5,1,Hamming,32.67,9
0.75,0.95,0.5,4.5,1,Hamming,36.14,9
0.75,1,0.5,4.5,1,Hamming,37.72,9
0.75,0.5,0.55,4.5,1,Hamming,18.8,9
0.75,0.55,0.55,4.5,1,Hamming,23.64,9
0.75,0.6,0.55,4.5,1,Hamming,23.44,9
0.75,0.65,0.55,4.5,1,Hamming,24.46,9
0.75,0.7,0.55,4.5,1,Hamming,28.25,9
0.75,0.75,0.55,4.5,1,Hamming,33.81,9
0.75,0.8,0.55,4.5,1,Hamming,29.83,9
0.75,0.8500000000000001,0.55,4.5,1,Hamming,34.23,9
0.75,0.9,0.55,4.5,1,Hamming,35.86,9
0.75,0.95,0.55,4.5,1,Hamming,36.33,9
0.75,1,0.55,4.5,1,Hamming,36.76,9
0.75,0.5,0.6,4.5,1,Hamming,24.68,9
0.75,0.55,0.6,4.5,1,Hamming,23.58,9
0.75,0.6,0.6,4.5,1,Hamming,24.44,9
0.75,0.65,0.6,4.5,1,Hamming,26.75,9
0.75,0.7,0.6,4.5,1,Hamming,25.13,9
0.75,0.75,0.6,4.5,1,Hamming,31.08,9
0.75,0.8,0.6,4.5,1,Hamming,28.12,9
0.75,0.8500000000000001,0.6,4.5,1,Hamming,31.82,9
0.75,0.9,0.6,4.5,1,Hamming,34.52,9
0.75,0.95,0.6,4.5,1,Hamming,37.48,9
0.75,1,0.6,4.5,1,Hamming,38.58,9
0.75,0.5,0.65,4.5,1,Hamming,23.25,9
0.75,0.55,0.65,4.5,1,Hamming,19.93,9
0.75,0.6,0.65,4.5,1,Hamming,24.73,9
0.75,0.65,0.65,4.5,1,Hamming,23.01,9
0.75,0.7,0.65,4.5,1,Hamming,26.82,9
0.75,0.75,0.65,4.5,1,Hamming,29.51,9
0.75,0.8,0.65,4.5,1,Hamming,31.94,9
0.75,0.8500000000000001,0.65,4.5,1,Hamming,32.5,9
0.75,0.9,0.65,4.5,1,Hamming,33.19,9
0.75,0.95,0.65,4.5,1,Hamming,35.39,9
0.75,1,0.65,4.5,1,Hamming,37.64,9
0.75,0.5,0.7,4.5,1,Hamming,19.67,9
0.75,0.55,0.7,4.5,1,Hamming,21.47,9
0.75,0.6,0.7,4.5,1,Hamming,25.09,9
0.75,0.65,0.7,4.5,1,Hamming,24.8,9
0.75,0.7,0.7,4.5,1,Hamming,29.27,9
0.75,0.75,0.7,4.5,1,Hamming,29.59,9
0.75,0.8,0.7,4.5,1,Hamming,27.16,9
0.75,0.8500000000000001,0.7,4.5,1,Hamming,32.38,9
0.75,0.9,0.7,4.5,1,Hamming,33.25,9
0.75,0.95,0.7,4.5,1,Hamming,36.89,9
0.75,1,0.7,4.5,1,Hamming,38.49,9
0.75,0.5,0.75,4.5,1,Hamming,21.14,9
0.75,0.55,0.75,4.5,1,Hamming,19.4,9
0.75,0.6,0.75,4.5,1,Hamming,23.16,9
0.75,0.65,0.75,4.5,1,Hamming,22.27,9
0.75,0.7,0.75,4.5,1,Hamming,24.67,9
0.75,0.75,0.75,4.5,1,Hamming,27.07,9
0.75,0.8,0.75,4.5,1,Hamming,28.3,9
0.75,0.8500000000000001,0.75,4.5,1,Hamming,32.86,9
0.75,0.9,0.75,4.5,1,Hamming,35.66,9
0.75,0.95,0.75,4.5,1,Hamming,35.33,9
0.75,1,0.75,4.5,1,Hamming,38.04,9
0.75,0.5,0.8,4.5,1,Hamming,17.15,9
0.75,0.55,0.8,4.5,1,Hamming,21.85,9
0.75,0.6,0.8,4.5,1,Hamming,26.79,9
0.75,0.65,0.8,4.5,1,Hamming,22.65,9
0.75,0.7,0.8,4.5,1,Hamming,29.3,9
0.75,0.75,0.8,4.5,1,Hamming,29.55,9
0.75,0.8,0.8,4.5,1,Hamming,28.24,9
0.75,0.8500000000000001,0.8,4.5,1,Hamming,31.26,9
0.75,0.9,0.8,4.5,1,Hamming,35.09,9
0.75,0.95,0.8,4.5,1,Hamming,34.74,9
0.75,1,0.8,4.5,1,Hamming,38.38,9
0.75,0.5,0.8500000000000001,4.5,1,Hamming,20.67,9
0.75,0.55,0.8500000000000001,4.5,1,Hamming,18.34,9
0.75,0.6,0.8500000000000001,4.5,1,Hamming,20.79,9
0.75,0.65,0.8500000000000001,4.5,1,Hamming,26.08,9
0.75,0.7,0.8500000000000001,4.5,1,Hamming,31.38,9
0.75,0.75,0.8500000000000001,4.5,1,Hamming,29.26,9
0.75,0.8,0.8500000000000001,4.5,1,Hamming,29.82,9
0.75,0.8500000000000001,0.8500000000000001,4.5,1,Hamming,33.5,9
0.75,0.9,0.8500000000000001,4.5,1,Hamming,33.03,9
0.75,0.95,0.8500000000000001,4.5,1,Hamming,36.6,9
0.75,1,0.8500000000000001,4.5,1,Hamming,37.95,9
0.75,0.5,0.9,4.5,1,Hamming,23.13,9
0.75,0.55,0.9,4.5,1,Hamming,22.18,9
0.75,0.6,0.9,4.5,1,Hamming,26.74,9
0.75,0.65,0.9,4.5,1,Hamming,24.93,9
0.75,0.7,0.9,4.5,1,Hamming,27.05,9
0.75,0.75,0.9,4.5,1,Hamming,25.57,9
0.75,0.8,0.9,4.5,1,Hamming,28.27,9
0.75,0.8500000000000001,0.9,4.5,1,Hamming,29.61,9
0.75,0.9,0.9,4.5,1,Hamming,34.58,9
0.75,0.95,0.9,4.5,1,Hamming,37.94,9
0.75,1,0.9,4.5,1,Hamming,37.92,9
0.75,0.5,0.95,4.5,1,Hamming,18.79,9
0.75,0.55,0.95,4.5,1,Hamming,21.58,9
0.75,0.6,0.95,4.5,1,Hamming,23.19,9
0.75,0.65,0.95,4.5,1,Hamming,24.54,9
0.75,0.7,0.95,4.5,1,Hamming,24.82,9
0.75,0.75,0.95,4.5,1,Hamming,32.41,9
0.75,0.8,0.95,4.5,1,Hamming,30.75,9
0.75,0.8500000000000001,0.95,4.5,1,Hamming,32.87,9
0.75,0.9,0.95,4.5,1,Hamming,38.4,9
0.75,0.95,0.95,4.5,1,Hamming,37.24,9
0.75,1,0.95,4.5,1,Hamming,38.75,9
