p,q,n,scoring_method,eMaxHammingScore,fold
1,0.8,100,Hamming,50,7
0.5,0.9,100,Hamming,32.3,7
0.6,0.9,100,Hamming,36.5,7
0.7,0.9,100,Hamming,42.27,7
0.8,0.9,100,Hamming,47.03,7
0.9,0.9,100,Hamming,52.77,7
1,0.9,100,Hamming,59,7
0.5,1,100,Hamming,27.54,7
0.6,1,100,Hamming,34.51,7
0.7,1,100,Hamming,41.31,7
0.8,1,100,Hamming,49.1,7
0.9,1,100,Hamming,56.5,7
1,1,100,Hamming,63,7
0.5,0,1000,Hamming,35.05,7
0.6,0,1000,Hamming,28.24,7
0.7,0,1000,Hamming,23.06,7
0.8,0,1000,Hamming,16.32,7
0.9,0,1000,Hamming,11.28,7
1,0,1000,Hamming,0,7
0.5,0.1,1000,Hamming,37.95,7
0.6,0.1,1000,Hamming,32.74,7
0.7,0.1,1000,Hamming,28.85,7
0.8,0.1,1000,Hamming,24.03,7
0.9,0.1,1000,Hamming,17.97,7
1,0.1,1000,Hamming,10,7
0.5,0.2,1000,Hamming,37.72,7
0.6,0.2,1000,Hamming,33.88,7
0.7,0.2,1000,Hamming,30.2,7
0.8,0.2,1000,Hamming,26.06,7
0.9,0.2,1000,Hamming,21.56,7
1,0.2,1000,Hamming,14,7
0.5,0.30000000000000004,1000,Hamming,35.14,7
0.6,0.30000000000000004,1000,Hamming,32.93,7
0.7,0.30000000000000004,1000,Hamming,30.76,7
0.8,0.30000000000000004,1000,Hamming,27.96,7
0.9,0.30000000000000004,1000,Hamming,24.97,7
1,0.30000000000000004,1000,Hamming,20,7
0.5,0.4,1000,Hamming,33.15,7
0.6,0.4,1000,Hamming,32.77,7
0.7,0.4,1000,Hamming,31.39,7
0.8,0.4,1000,Hamming,29.77,7
0.9,0.4,1000,Hamming,28.75,7
1,0.4,1000,Hamming,25,7
0.5,0.5,1000,Hamming,32.91,7
0.6,0.5,1000,Hamming,32.63,7
0.7,0.5,1000,Hamming,32.94,7
0.8,0.5,1000,Hamming,32.26,7
0.9,0.5,1000,Hamming,32.04,7
1,0.5,1000,Hamming,33,7
0.5,0.6000000000000001,1000,Hamming,34.29,7
0.6,0.6000000000000001,1000,Hamming,34.71,7
0.7,0.6000000000000001,1000,Hamming,36.11,7
0.8,0.6000000000000001,1000,Hamming,37.45,7
0.9,0.6000000000000001,1000,Hamming,37.73,7
1,0.6000000000000001,1000,Hamming,40,7
0.5,0.7000000000000001,1000,Hamming,35.21,7
0.6,0.7000000000000001,1000,Hamming,37.72,7
0.7,0.7000000000000001,1000,Hamming,39.94,7
0.8,0.7000000000000001,1000,Hamming,42.45,7
0.9,0.7000000000000001,1000,Hamming,44.36,7
1,0.7000000000000001,1000,Hamming,51,7
0.5,0.8,1000,Hamming,36.81,7
0.6,0.8,1000,Hamming,41.51,7
0.7,0.8,1000,Hamming,45.11,7
0.8,0.8,1000,Hamming,47.72,7
0.9,0.8,1000,Hamming,50.57,7
1,0.8,1000,Hamming,53,7
0.5,0.9,1000,Hamming,37.81,7
0.6,0.9,1000,Hamming,43.14,7
0.7,0.9,1000,Hamming,49.17,7
0.8,0.9,1000,Hamming,52.91,7
0.9,0.9,1000,Hamming,57.89,7
1,0.9,1000,Hamming,62,7
0.5,1,1000,Hamming,35.95,7
0.6,1,1000,Hamming,42.16,7
0.7,1,1000,Hamming,48.64,7
0.8,1,1000,Hamming,54.27,7
0.9,1,1000,Hamming,60.48,7
1,1,1000,Hamming,63,7
0.5,0,10000,Hamming,44.69,7
0.6,0,10000,Hamming,38.72,7
0.7,0,10000,Hamming,33.28,7
0.8,0,10000,Hamming,25.6,7
0.9,0,10000,Hamming,18.72,7
1,0,10000,Hamming,0,7
0.5,0.1,10000,Hamming,47.14,7
0.6,0.1,10000,Hamming,43.1,7
0.7,0.1,10000,Hamming,36.86,7
0.8,0.1,10000,Hamming,31.95,7
0.9,0.1,10000,Hamming,25.37,7
1,0.1,10000,Hamming,11,7
0.5,0.2,10000,Hamming,44.31,7
0.6,0.2,10000,Hamming,40.33,7
0.7,0.2,10000,Hamming,37.15,7
0.8,0.2,10000,Hamming,33.02,7
0.9,0.2,10000,Hamming,27.33,7
1,0.2,10000,Hamming,18,7
0.5,0.30000000000000004,10000,Hamming,40.69,7
0.6,0.30000000000000004,10000,Hamming,38.76,7
0.7,0.30000000000000004,10000,Hamming,35.52,7
0.8,0.30000000000000004,10000,Hamming,33.03,7
0.9,0.30000000000000004,10000,Hamming,29.82,7
1,0.30000000000000004,10000,Hamming,23,7
0.5,0.4,10000,Hamming,37.3,7
0.6,0.4,10000,Hamming,36.27,7
0.7,0.4,10000,Hamming,34.81,7
0.8,0.4,10000,Hamming,33.17,7
0.9,0.4,10000,Hamming,31.47,7
1,0.4,10000,Hamming,29,7
0.5,0.5,10000,Hamming,34.95,7
0.6,0.5,10000,Hamming,35.01,7
0.7,0.5,10000,Hamming,35.23,7
0.8,0.5,10000,Hamming,35.55,7
0.9,0.5,10000,Hamming,34.52,7
1,0.5,10000,Hamming,36,7
0.5,0.6000000000000001,10000,Hamming,37.38,7
0.6,0.6000000000000001,10000,Hamming,38.08,7
0.7,0.6000000000000001,10000,Hamming,38.88,7
0.8,0.6000000000000001,10000,Hamming,39.91,7
0.9,0.6000000000000001,10000,Hamming,40.51,7
1,0.6000000000000001,10000,Hamming,41,7
0.5,0.7000000000000001,10000,Hamming,40.91,7
0.6,0.7000000000000001,10000,Hamming,43.33,7
0.7,0.7000000000000001,10000,Hamming,44.71,7
0.8,0.7000000000000001,10000,Hamming,46.05,7
0.9,0.7000000000000001,10000,Hamming,46.82,7
1,0.7000000000000001,10000,Hamming,47,7
0.5,0.8,10000,Hamming,44.12,7
0.6,0.8,10000,Hamming,47.12,7
0.7,0.8,10000,Hamming,49.82,7
0.8,0.8,10000,Hamming,52.28,7
0.9,0.8,10000,Hamming,53.93,7
1,0.8,10000,Hamming,56,7
0.5,0.9,10000,Hamming,47.18,7
0.6,0.9,10000,Hamming,50.71,7
0.7,0.9,10000,Hamming,55.86,7
0.8,0.9,10000,Hamming,58.33,7
0.9,0.9,10000,Hamming,59.93,7
1,0.9,10000,Hamming,62,7
0.5,1,10000,Hamming,44.22,7
0.6,1,10000,Hamming,50.47,7
0.7,1,10000,Hamming,55.76,7
0.8,1,10000,Hamming,59.26,7
0.9,1,10000,Hamming,61.92,7
1,1,10000,Hamming,63,7
0.5,0,100000,Hamming,50.12,7
0.6,0,100000,Hamming,45.8,7
0.7,0,100000,Hamming,40.85,7
0.8,0,100000,Hamming,35.52,7
0.9,0,100000,Hamming,31.04,7
1,0,100000,Hamming,0,7
0.5,0.1,100000,Hamming,52.94,7
0.6,0.1,100000,Hamming,48.27,7
0.7,0.1,100000,Hamming,44.16,7
0.8,0.1,100000,Hamming,39.6,7
0.9,0.1,100000,Hamming,34.51,7
1,0.1,100000,Hamming,13,7
0.5,0.2,100000,Hamming,48.76,7
0.6,0.2,100000,Hamming,46.49,7
0.7,0.2,100000,Hamming,43.87,7
0.8,0.2,100000,Hamming,39.65,7
0.9,0.2,100000,Hamming,35.18,7
1,0.2,100000,Hamming,19,7
0.5,0.30000000000000004,100000,Hamming,44.83,7
0.6,0.30000000000000004,100000,Hamming,42.88,7
0.7,0.30000000000000004,100000,Hamming,41.18,7
0.8,0.30000000000000004,100000,Hamming,38.6,7
0.9,0.30000000000000004,100000,Hamming,36.09,7
1,0.30000000000000004,100000,Hamming,24,7
0.5,0.4,100000,Hamming,40.29,7
0.6,0.4,100000,Hamming,39.27,7
0.7,0.4,100000,Hamming,38.23,7
0.8,0.4,100000,Hamming,36.97,7
0.9,0.4,100000,Hamming,35.51,7
1,0.4,100000,Hamming,30,7
0.5,0.5,100000,Hamming,36.68,7
0.6,0.5,100000,Hamming,37.07,7
0.7,0.5,100000,Hamming,37.06,7
0.8,0.5,100000,Hamming,36.93,7
0.9,0.5,100000,Hamming,36.45,7
1,0.5,100000,Hamming,36,7
0.5,0.6000000000000001,100000,Hamming,40.19,7
0.6,0.6000000000000001,100000,Hamming,40.87,7
0.7,0.6000000000000001,100000,Hamming,41.64,7
0.8,0.6000000000000001,100000,Hamming,42.28,7
0.9,0.6000000000000001,100000,Hamming,42.54,7
1,0.6000000000000001,100000,Hamming,44,7
0.5,0.7000000000000001,100000,Hamming,44.61,7
0.6,0.7000000000000001,100000,Hamming,46,7
0.7,0.7000000000000001,100000,Hamming,47.03,7
0.8,0.7000000000000001,100000,Hamming,48.13,7
0.9,0.7000000000000001,100000,Hamming,49.58,7
1,0.7000000000000001,100000,Hamming,50,7
0.5,0.8,100000,Hamming,48.72,7
0.6,0.8,100000,Hamming,50.63,7
0.7,0.8,100000,Hamming,53.05,7
0.8,0.8,100000,Hamming,54.26,7
0.9,0.8,100000,Hamming,55.23,7
1,0.8,100000,Hamming,56,7
0.5,0.9,100000,Hamming,52.3,7
0.6,0.9,100000,Hamming,55.07,7
0.7,0.9,100000,Hamming,57.25,7
0.8,0.9,100000,Hamming,59.35,7
0.9,0.9,100000,Hamming,61.25,7
1,0.9,100000,Hamming,62,7
0.5,1,100000,Hamming,51.28,7
0.6,1,100000,Hamming,54.73,7
0.7,1,100000,Hamming,56.8,7
0.8,1,100000,Hamming,59.75,7
0.9,1,100000,Hamming,61.75,7
1,1,100000,Hamming,63,7
0.5,0,1,Hamming,21.94,8
0.6,0,1,Hamming,15.46,8
0.7,0,1,Hamming,11.85,8
0.8,0,1,Hamming,6.94,8
0.9,0,1,Hamming,3.6,8
1,0,1,Hamming,0,8
0.5,0.1,1,Hamming,21.57,8
0.6,0.1,1,Hamming,17.75,8
0.7,0.1,1,Hamming,13.44,8
0.8,0.1,1,Hamming,10.01,8
0.9,0.1,1,Hamming,6.67,8
1,0.1,1,Hamming,5,8
0.5,0.2,1,Hamming,21.52,8
0.6,0.2,1,Hamming,16.42,8
0.7,0.2,1,Hamming,15.55,8
0.8,0.2,1,Hamming,14.52,8
0.9,0.2,1,Hamming,13.87,8
1,0.2,1,Hamming,2,8
0.5,0.30000000000000004,1,Hamming,21.57,8
0.6,0.30000000000000004,1,Hamming,18.59,8
0.7,0.30000000000000004,1,Hamming,14.17,8
0.8,0.30000000000000004,1,Hamming,11.05,8
0.9,0.30000000000000004,1,Hamming,9.51,8
1,0.30000000000000004,1,Hamming,14,8
0.5,0.4,1,Hamming,20.71,8
0.6,0.4,1,Hamming,20.03,8
0.7,0.4,1,Hamming,15.96,8
0.8,0.4,1,Hamming,18.11,8
0.9,0.4,1,Hamming,17.89,8
1,0.4,1,Hamming,17,8
0.5,0.5,1,Hamming,21.13,8
0.6,0.5,1,Hamming,19.84,8
0.7,0.5,1,Hamming,23.13,8
0.8,0.5,1,Hamming,19.09,8
0.9,0.5,1,Hamming,17.9,8
1,0.5,1,Hamming,31,8
0.5,0.6000000000000001,1,Hamming,21.99,8
0.6,0.6000000000000001,1,Hamming,20.57,8
0.7,0.6000000000000001,1,Hamming,24.84,8
0.8,0.6000000000000001,1,Hamming,26.95,8
0.9,0.6000000000000001,1,Hamming,23.92,8
1,0.6000000000000001,1,Hamming,24,8
0.5,0.7000000000000001,1,Hamming,21.17,8
0.6,0.7000000000000001,1,Hamming,22.28,8
0.7,0.7000000000000001,1,Hamming,26.8,8
0.8,0.7000000000000001,1,Hamming,33.17,8
0.9,0.7000000000000001,1,Hamming,28.1,8
1,0.7000000000000001,1,Hamming,40,8
0.5,0.8,1,Hamming,21.64,8
0.6,0.8,1,Hamming,24.17,8
0.7,0.8,1,Hamming,29.17,8
0.8,0.8,1,Hamming,30.15,8
0.9,0.8,1,Hamming,37.69,8
1,0.8,1,Hamming,48,8
0.5,0.9,1,Hamming,21.04,8
0.6,0.9,1,Hamming,26.13,8
0.7,0.9,1,Hamming,33.93,8
0.8,0.9,1,Hamming,34.5,8
0.9,0.9,1,Hamming,47.49,8
1,0.9,1,Hamming,46,8
0.5,1,1,Hamming,21.58,8
0.6,1,1,Hamming,26.74,8
0.7,1,1,Hamming,35.02,8
0.8,1,1,Hamming,42.37,8
0.9,1,1,Hamming,52.7,8
1,1,1,Hamming,63,8
0.5,0,10,Hamming,24.27,8
0.6,0,10,Hamming,18.62,8
0.7,0,10,Hamming,13.62,8
0.8,0,10,Hamming,9.24,8
0.9,0,10,Hamming,4.54,8
1,0,10,Hamming,0,8
0.5,0.1,10,Hamming,26.22,8
0.6,0.1,10,Hamming,22.35,8
0.7,0.1,10,Hamming,17.58,8
0.8,0.1,10,Hamming,14.12,8
0.9,0.1,10,Hamming,9.98,8
1,0.1,10,Hamming,6,8
0.5,0.2,10,Hamming,27.13,8
0.6,0.2,10,Hamming,23.1,8
0.7,0.2,10,Hamming,19.94,8
0.8,0.2,10,Hamming,15.92,8
0.9,0.2,10,Hamming,13.9,8
1,0.2,10,Hamming,7,8
0.5,0.30000000000000004,10,Hamming,26.77,8
0.6,0.30000000000000004,10,Hamming,24.36,8
0.7,0.30000000000000004,10,Hamming,22.19,8
0.8,0.30000000000000004,10,Hamming,20.8,8
0.9,0.30000000000000004,10,Hamming,17.37,8
1,0.30000000000000004,10,Hamming,17,8
0.5,0.4,10,Hamming,26.79,8
0.6,0.4,10,Hamming,25.9,8
0.7,0.4,10,Hamming,24.11,8
0.8,0.4,10,Hamming,22.58,8
0.9,0.4,10,Hamming,23.63,8
1,0.4,10,Hamming,20,8
0.5,0.5,10,Hamming,26.65,8
0.6,0.5,10,Hamming,27.33,8
0.7,0.5,10,Hamming,26.32,8
0.8,0.5,10,Hamming,28.4,8
0.9,0.5,10,Hamming,26.91,8
1,0.5,10,Hamming,23,8
0.5,0.6000000000000001,10,Hamming,26.76,8
0.6,0.6000000000000001,10,Hamming,28.01,8
0.7,0.6000000000000001,10,Hamming,30.61,8
0.8,0.6000000000000001,10,Hamming,30.7,8
0.9,0.6000000000000001,10,Hamming,30.5,8
1,0.6000000000000001,10,Hamming,33,8
0.5,0.7000000000000001,10,Hamming,26.59,8
0.6,0.7000000000000001,10,Hamming,29.43,8
0.7,0.7000000000000001,10,Hamming,31.31,8
0.8,0.7000000000000001,10,Hamming,34.24,8
0.9,0.7000000000000001,10,Hamming,35.32,8
1,0.7000000000000001,10,Hamming,36,8
0.5,0.8,10,Hamming,25.55,8
0.6,0.8,10,Hamming,30.82,8
0.7,0.8,10,Hamming,34.2,8
0.8,0.8,10,Hamming,38.5,8
0.9,0.8,10,Hamming,44.18,8
1,0.8,10,Hamming,53,8
0.5,0.9,10,Hamming,25.08,8
0.6,0.9,10,Hamming,30.97,8
0.7,0.9,10,Hamming,37.03,8
0.8,0.9,10,Hamming,41.35,8
0.9,0.9,10,Hamming,50.4,8
1,0.9,10,Hamming,56,8
0.5,1,10,Hamming,23.44,8
0.6,1,10,Hamming,30.95,8
0.7,1,10,Hamming,38.14,8
0.8,1,10,Hamming,45.53,8
0.9,1,10,Hamming,53.45,8
1,1,10,Hamming,63,8
0.5,0,100,Hamming,28.25,8
0.6,0,100,Hamming,22.54,8
0.7,0,100,Hamming,16.72,8
0.8,0,100,Hamming,12.4,8
0.9,0,100,Hamming,6.96,8
1,0,100,Hamming,0,8
0.5,0.1,100,Hamming,30.7,8
0.6,0.1,100,Hamming,26.97,8
0.7,0.1,100,Hamming,21.46,8
0.8,0.1,100,Hamming,18.33,8
0.9,0.1,100,Hamming,13.32,8
1,0.1,100,Hamming,10,8
0.5,0.2,100,Hamming,31.53,8
0.6,0.2,100,Hamming,27.57,8
0.7,0.2,100,Hamming,24.18,8
0.8,0.2,100,Hamming,20.84,8
0.9,0.2,100,Hamming,17.78,8
1,0.2,100,Hamming,14,8
0.5,0.30000000000000004,100,Hamming,31.49,8
0.6,0.30000000000000004,100,Hamming,28.6,8
0.7,0.30000000000000004,100,Hamming,26.22,8
0.8,0.30000000000000004,100,Hamming,23.57,8
0.9,0.30000000000000004,100,Hamming,21.58,8
1,0.30000000000000004,100,Hamming,22,8
0.5,0.4,100,Hamming,30.54,8
0.6,0.4,100,Hamming,29.31,8
0.7,0.4,100,Hamming,28.16,8
0.8,0.4,100,Hamming,27.18,8
0.9,0.4,100,Hamming,25.08,8
1,0.4,100,Hamming,27,8
0.5,0.5,100,Hamming,30.38,8
0.6,0.5,100,Hamming,29.64,8
0.7,0.5,100,Hamming,30.04,8
0.8,0.5,100,Hamming,29.89,8
0.9,0.5,100,Hamming,32.71,8
1,0.5,100,Hamming,29,8
0.5,0.6000000000000001,100,Hamming,30.59,8
0.6,0.6000000000000001,100,Hamming,31.62,8
0.7,0.6000000000000001,100,Hamming,32.49,8
0.8,0.6000000000000001,100,Hamming,34.37,8
0.9,0.6000000000000001,100,Hamming,33.32,8
1,0.6000000000000001,100,Hamming,38,8
0.5,0.7000000000000001,100,Hamming,31.15,8
0.6,0.7000000000000001,100,Hamming,33.41,8
0.7,0.7000000000000001,100,Hamming,36.54,8
0.8,0.7000000000000001,100,Hamming,38.61,8
0.9,0.7000000000000001,100,Hamming,42.47,8
1,0.7000000000000001,100,Hamming,43,8
0.5,0.8,100,Hamming,31.67,8
0.6,0.8,100,Hamming,34.43,8
0.7,0.8,100,Hamming,38.12,8
0.8,0.8,100,Hamming,42.86,8
0.9,0.8,100,Hamming,47.74,8
1,0.8,100,Hamming,52,8
0.5,0.9,100,Hamming,31.7,8
0.6,0.9,100,Hamming,36.7,8
0.7,0.9,100,Hamming,42.21,8
0.8,0.9,100,Hamming,47.68,8
0.9,0.9,100,Hamming,52.97,8
1,0.9,100,Hamming,56,8
0.5,1,100,Hamming,28.2,8
0.6,1,100,Hamming,35.94,8
0.7,1,100,Hamming,41.81,8
0.8,1,100,Hamming,49.52,8
0.9,1,100,Hamming,57.8,8
1,1,100,Hamming,63,8
0.5,0,1000,Hamming,35.06,8
0.6,0,1000,Hamming,29.12,8
0.7,0,1000,Hamming,23.42,8
0.8,0,1000,Hamming,16.8,8
0.9,0,1000,Hamming,11.68,8
1,0,1000,Hamming,0,8
0.5,0.1,1000,Hamming,38.21,8
0.6,0.1,1000,Hamming,34.08,8
0.7,0.1,1000,Hamming,28.58,8
0.8,0.1,1000,Hamming,23.14,8
0.9,0.1,1000,Hamming,18.35,8
1,0.1,1000,Hamming,10,8
0.5,0.2,1000,Hamming,36.71,8
0.6,0.2,1000,Hamming,33.27,8
0.7,0.2,1000,Hamming,29.94,8
0.8,0.2,1000,Hamming,25.2,8
0.9,0.2,1000,Hamming,21.35,8
1,0.2,1000,Hamming,16,8
0.5,0.30000000000000004,1000,Hamming,35.49,8
0.6,0.30000000000000004,1000,Hamming,33.03,8
0.7,0.30000000000000004,1000,Hamming,30.06,8
0.8,0.30000000000000004,1000,Hamming,27.75,8
0.9,0.30000000000000004,1000,Hamming,24.87,8
1,0.30000000000000004,1000,Hamming,21,8
0.5,0.4,1000,Hamming,33.97,8
0.6,0.4,1000,Hamming,32.3,8
0.7,0.4,1000,Hamming,31.41,8
0.8,0.4,1000,Hamming,30.25,8
0.9,0.4,1000,Hamming,28.86,8
1,0.4,1000,Hamming,28,8
0.5,0.5,1000,Hamming,33.09,8
0.6,0.5,1000,Hamming,32.59,8
0.7,0.5,1000,Hamming,32.66,8
0.8,0.5,1000,Hamming,32.48,8
0.9,0.5,1000,Hamming,32.54,8
1,0.5,1000,Hamming,31,8
0.5,0.6000000000000001,1000,Hamming,33.76,8
0.6,0.6000000000000001,1000,Hamming,34.38,8
0.7,0.6000000000000001,1000,Hamming,36.45,8
0.8,0.6000000000000001,1000,Hamming,37.12,8
0.9,0.6000000000000001,1000,Hamming,37.77,8
1,0.6000000000000001,1000,Hamming,38,8
0.5,0.7000000000000001,1000,Hamming,35.46,8
0.6,0.7000000000000001,1000,Hamming,38.16,8
0.7,0.7000000000000001,1000,Hamming,39.64,8
0.8,0.7000000000000001,1000,Hamming,41.82,8
0.9,0.7000000000000001,1000,Hamming,44.34,8
1,0.7000000000000001,1000,Hamming,45,8
0.5,0.8,1000,Hamming,37.57,8
0.6,0.8,1000,Hamming,40.39,8
0.7,0.8,1000,Hamming,44.26,8
0.8,0.8,1000,Hamming,48.77,8
0.9,0.8,1000,Hamming,51.15,8
1,0.8,1000,Hamming,55,8
0.5,0.9,1000,Hamming,37.78,8
0.6,0.9,1000,Hamming,43.84,8
0.7,0.9,1000,Hamming,48.55,8
0.8,0.9,1000,Hamming,53.71,8
0.9,0.9,1000,Hamming,58.39,8
1,0.9,1000,Hamming,61,8
0.5,1,1000,Hamming,35.61,8
0.6,1,1000,Hamming,41.56,8
0.7,1,1000,Hamming,47.89,8
0.8,1,1000,Hamming,54.77,8
0.9,1,1000,Hamming,60.36,8
1,1,1000,Hamming,63,8
0.5,0,10000,Hamming,45.66,8
0.6,0,10000,Hamming,38.48,8
0.7,0,10000,Hamming,33.24,8
0.8,0,10000,Hamming,25.28,8
0.9,0,10000,Hamming,18.08,8
1,0,10000,Hamming,0,8
0.5,0.1,10000,Hamming,47.25,8
0.6,0.1,10000,Hamming,42.67,8
0.7,0.1,10000,Hamming,37.18,8
0.8,0.1,10000,Hamming,30.76,8
0.9,0.1,10000,Hamming,24.8,8
1,0.1,10000,Hamming,11,8
0.5,0.2,10000,Hamming,43.65,8
0.6,0.2,10000,Hamming,40.45,8
0.7,0.2,10000,Hamming,37.63,8
0.8,0.2,10000,Hamming,32.51,8
0.9,0.2,10000,Hamming,27.48,8
1,0.2,10000,Hamming,17,8
0.5,0.30000000000000004,10000,Hamming,40.25,8
0.6,0.30000000000000004,10000,Hamming,38.84,8
0.7,0.30000000000000004,10000,Hamming,35.97,8
0.8,0.30000000000000004,10000,Hamming,32.91,8
0.9,0.30000000000000004,10000,Hamming,29.73,8
1,0.30000000000000004,10000,Hamming,22,8
0.5,0.4,10000,Hamming,37.01,8
0.6,0.4,10000,Hamming,36.16,8
0.7,0.4,10000,Hamming,34.98,8
0.8,0.4,10000,Hamming,32.98,8
0.9,0.4,10000,Hamming,31.44,8
1,0.4,10000,Hamming,28,8
0.5,0.5,10000,Hamming,34.7,8
0.6,0.5,10000,Hamming,35.29,8
0.7,0.5,10000,Hamming,34.92,8
0.8,0.5,10000,Hamming,34.82,8
0.9,0.5,10000,Hamming,34.87,8
1,0.5,10000,Hamming,37,8
0.5,0.6000000000000001,10000,Hamming,37,8
0.6,0.6000000000000001,10000,Hamming,37.72,8
0.7,0.6000000000000001,10000,Hamming,38.74,8
0.8,0.6000000000000001,10000,Hamming,39.28,8
0.9,0.6000000000000001,10000,Hamming,41.63,8
1,0.6000000000000001,10000,Hamming,40,8
0.5,0.7000000000000001,10000,Hamming,40.61,8
0.6,0.7000000000000001,10000,Hamming,43.26,8
0.7,0.7000000000000001,10000,Hamming,44.68,8
0.8,0.7000000000000001,10000,Hamming,45.41,8
0.9,0.7000000000000001,10000,Hamming,47.72,8
1,0.7000000000000001,10000,Hamming,49,8
0.5,0.8,10000,Hamming,44.39,8
0.6,0.8,10000,Hamming,47.1,8
0.7,0.8,10000,Hamming,50.2,8
0.8,0.8,10000,Hamming,51.52,8
0.9,0.8,10000,Hamming,53.55,8
1,0.8,10000,Hamming,55,8
0.5,0.9,10000,Hamming,45.84,8
0.6,0.9,10000,Hamming,52.08,8
0.7,0.9,10000,Hamming,54.61,8
0.8,0.9,10000,Hamming,57.65,8
0.9,0.9,10000,Hamming,59.38,8
1,0.9,10000,Hamming,61,8
0.5,1,10000,Hamming,46.23,8
0.6,1,10000,Hamming,50.83,8
0.7,1,10000,Hamming,55.4,8
0.8,1,10000,Hamming,59.23,8
0.9,1,10000,Hamming,62.04,8
1,1,10000,Hamming,63,8
0.5,0,100000,Hamming,50.75,8
0.6,0,100000,Hamming,47.72,8
0.7,0,100000,Hamming,41.04,8
0.8,0,100000,Hamming,36.08,8
0.9,0,100000,Hamming,31.04,8
1,0,100000,Hamming,0,8
0.5,0.1,100000,Hamming,51.69,8
0.6,0.1,100000,Hamming,48.21,8
0.7,0.1,100000,Hamming,44.82,8
0.8,0.1,100000,Hamming,40.88,8
0.9,0.1,100000,Hamming,35.53,8
1,0.1,100000,Hamming,13,8
0.5,0.2,100000,Hamming,49.09,8
0.6,0.2,100000,Hamming,46.61,8
0.7,0.2,100000,Hamming,43.07,8
0.8,0.2,100000,Hamming,39.55,8
0.9,0.2,100000,Hamming,35.96,8
1,0.2,100000,Hamming,18,8
0.5,0.30000000000000004,100000,Hamming,44.44,8
0.6,0.30000000000000004,100000,Hamming,42.8,8
0.7,0.30000000000000004,100000,Hamming,40.68,8
0.8,0.30000000000000004,100000,Hamming,38.6,8
0.9,0.30000000000000004,100000,Hamming,36.24,8
1,0.30000000000000004,100000,Hamming,24,8
0.5,0.4,100000,Hamming,40.27,8
0.6,0.4,100000,Hamming,39.44,8
0.7,0.4,100000,Hamming,38.29,8
0.8,0.4,100000,Hamming,37.07,8
0.9,0.4,100000,Hamming,35.15,8
1,0.4,100000,Hamming,30,8
0.5,0.5,100000,Hamming,37.07,8
0.6,0.5,100000,Hamming,36.55,8
0.7,0.5,100000,Hamming,36.82,8
0.8,0.5,100000,Hamming,37.36,8
0.9,0.5,100000,Hamming,36.78,8
1,0.5,100000,Hamming,36,8
0.5,0.6000000000000001,100000,Hamming,40.01,8
0.6,0.6000000000000001,100000,Hamming,40.72,8
0.7,0.6000000000000001,100000,Hamming,41.63,8
0.8,0.6000000000000001,100000,Hamming,42.65,8
0.9,0.6000000000000001,100000,Hamming,43.14,8
1,0.6000000000000001,100000,Hamming,43,8
0.5,0.7000000000000001,100000,Hamming,44.42,8
0.6,0.7000000000000001,100000,Hamming,45.83,8
0.7,0.7000000000000001,100000,Hamming,47.18,8
0.8,0.7000000000000001,100000,Hamming,48.26,8
0.9,0.7000000000000001,100000,Hamming,49.46,8
1,0.7000000000000001,100000,Hamming,49,8
0.5,0.8,100000,Hamming,48.75,8
0.6,0.8,100000,Hamming,51.03,8
0.7,0.8,100000,Hamming,52.47,8
0.8,0.8,100000,Hamming,54.34,8
0.9,0.8,100000,Hamming,55.58,8
1,0.8,100000,Hamming,55,8
0.5,0.9,100000,Hamming,52.5,8
0.6,0.9,100000,Hamming,54.57,8
0.7,0.9,100000,Hamming,57.88,8
0.8,0.9,100000,Hamming,59.57,8
0.9,0.9,100000,Hamming,61.07,8
1,0.9,100000,Hamming,62,8
0.5,1,100000,Hamming,51.14,8
0.6,1,100000,Hamming,54.1,8
0.7,1,100000,Hamming,57.52,8
0.8,1,100000,Hamming,60.21,8
0.9,1,100000,Hamming,62.3,8
1,1,100000,Hamming,63,8
0.5,0,1,Hamming,20.87,9
0.6,0,1,Hamming,15.63,9
0.7,0,1,Hamming,11.27,9
0.8,0,1,Hamming,7.47,9
0.9,0,1,Hamming,3.41,9
1,0,1,Hamming,0,9
0.5,0.1,1,Hamming,21.13,9
0.6,0.1,1,Hamming,17.69,9
0.7,0.1,1,Hamming,12.69,9
0.8,0.1,1,Hamming,11.95,9
0.9,0.1,1,Hamming,8.81,9
1,0.1,1,Hamming,4,9
0.5,0.2,1,Hamming,21.22,9
0.6,0.2,1,Hamming,18.14,9
0.7,0.2,1,Hamming,13.55,9
0.8,0.2,1,Hamming,9.02,9
0.9,0.2,1,Hamming,10.11,9
1,0.2,1,Hamming,5,9
0.5,0.30000000000000004,1,Hamming,20.27,9
0.6,0.30000000000000004,1,Hamming,19.48,9
0.7,0.30000000000000004,1,Hamming,17.44,9
0.8,0.30000000000000004,1,Hamming,20.03,9
0.9,0.30000000000000004,1,Hamming,10.69,9
1,0.30000000000000004,1,Hamming,14,9
0.5,0.4,1,Hamming,21.72,9
0.6,0.4,1,Hamming,19.32,9
0.7,0.4,1,Hamming,19.82,9
0.8,0.4,1,Hamming,19.86,9
0.9,0.4,1,Hamming,17.04,9
1,0.4,1,Hamming,15,9
0.5,0.5,1,Hamming,21.81,9
