wp,n,k,p,q,r,score_method
0.09575535212224336,1,1,0.75,0.30000000000000004,0.55,Hamming
0.35648870974902563,10,1,0.75,0.30000000000000004,0.55,Hamming
0.6557520835527187,100,1,0.75,0.30000000000000004,0.55,Hamming
0.8479448025312907,1000,1,0.75,0.30000000000000004,0.55,Hamming
0.00175887279459034,1,10,0.75,0.30000000000000004,0.55,Hamming
0.01587667051470682,10,10,0.75,0.30000000000000004,0.55,Hamming
0.09836925708338806,100,10,0.75,0.30000000000000004,0.55,Hamming
0.32399308762987994,1000,10,0.75,0.30000000000000004,0.55,Hamming
3.7376998697035256e-5,1,100,0.75,0.30000000000000004,0.55,Hamming
3.7118074240624096e-4,10,100,0.75,0.30000000000000004,0.55,Hamming
0.00350834353442145,100,100,0.75,0.30000000000000004,0.55,Hamming
0.02662923960511601,1000,100,0.75,0.30000000000000004,0.55,Hamming
1.223737493268496e-6,1,1000,0.75,0.30000000000000004,0.55,Hamming
1.222970065310992e-5,10,1000,0.75,0.30000000000000004,0.55,Hamming
1.2157071195965192e-4,100,1000,0.75,0.30000000000000004,0.55,Hamming
0.00116209791485699,1000,1000,0.75,0.30000000000000004,0.55,Hamming
0.1519567922102778,1,1,0.75,0.35000000000000003,0.55,Hamming
0.5006120347163555,10,1,0.75,0.35000000000000003,0.55,Hamming
0.798341673457051,100,1,0.75,0.35000000000000003,0.55,Hamming
0.9341192177423504,1000,1,0.75,0.35000000000000003,0.55,Hamming
0.00495079804619805,1,10,0.75,0.35000000000000003,0.55,Hamming
0.04325666129387787,10,10,0.75,0.35000000000000003,0.55,Hamming
0.2307978192255304,100,10,0.75,0.35000000000000003,0.55,Hamming
0.5769501573379656,1000,10,0.75,0.35000000000000003,0.55,Hamming
1.5274990527724074e-4,1,100,0.75,0.35000000000000003,0.55,Hamming
0.00151433664150228,10,100,0.75,0.35000000000000003,0.55,Hamming
0.01407634462718979,100,100,0.75,0.35000000000000003,0.55,Hamming
0.09657006483829592,1000,100,0.75,0.35000000000000003,0.55,Hamming
6.422104304427996e-6,1,1000,0.75,0.35000000000000003,0.55,Hamming
6.417782045757142e-5,10,1000,0.75,0.35000000000000003,0.55,Hamming
6.375974168732143e-4,100,1000,0.75,0.35000000000000003,0.55,Hamming
0.006042410055526,1000,1000,0.75,0.35000000000000003,0.55,Hamming
0.22655174865760128,1,1,0.75,0.4,0.55,Hamming
0.6442019139586989,10,1,0.75,0.4,0.55,Hamming
0.8965976330412853,100,1,0.75,0.4,0.55,Hamming
0.9756560846739284,1000,1,0.75,0.4,0.55,Hamming
0.01252264881599499,1,10,0.75,0.4,0.55,Hamming
0.10294368213061895,10,10,0.75,0.4,0.55,Hamming
0.4364097494136037,100,10,0.75,0.4,0.55,Hamming
0.7996462380839424,1000,10,0.75,0.4,0.55,Hamming
5.556208018961919e-4,1,100,0.75,0.4,0.55,Hamming
0.0054809949908735,10,100,0.75,0.4,0.55,Hamming
0.04881469872083261,100,100,0.75,0.4,0.55,Hamming
0.27249564863143444,1000,100,0.75,0.4,0.55,Hamming
2.9958344764522026e-5,1,1000,0.75,0.4,0.55,Hamming
2.9927854613637814e-4,10,1000,0.75,0.4,0.55,Hamming
0.00296312289272243,100,1000,0.75,0.4,0.55,Hamming
0.02723009356686907,1000,1000,0.75,0.4,0.55,Hamming
0.3185001760739845,1,1,0.75,0.45,0.55,Hamming
0.7688486863776938,10,1,0.75,0.45,0.55,Hamming
0.9532431576634068,100,1,0.75,0.45,0.55,Hamming
0.9921325037115176,1000,1,0.75,0.45,0.55,Hamming
0.02859011444696384,1,10,0.75,0.45,0.55,Hamming
0.21200499244976712,10,10,0.75,0.45,0.55,Hamming
0.6633434622137206,100,10,0.75,0.45,0.55,Hamming
0.9265912684447852,1000,10,0.75,0.45,0.55,Hamming
0.00180665793138437,1,100,0.75,0.45,0.55,Hamming
0.01761030932859075,10,100,0.75,0.45,0.55,Hamming
0.14256954195870383,100,100,0.75,0.45,0.55,Hamming
0.5573854162852954,1000,100,0.75,0.45,0.55,Hamming
1.248045089236964e-4,1,1000,0.75,0.45,0.55,Hamming
0.00124549562707439,10,1000,0.75,0.45,0.55,Hamming
0.01220849970036053,100,1000,0.75,0.45,0.55,Hamming
0.10330055265207017,1000,1000,0.75,0.45,0.55,Hamming
0.4237726401167498,1,1,0.75,0.5,0.55,Hamming
0.8631968189866679,10,1,0.75,0.5,0.55,Hamming
0.980976312836398,100,1,0.75,0.5,0.55,Hamming
0.99767998184324,1000,1,0.75,0.5,0.55,Hamming
0.05914125551838713,1,10,0.75,0.5,0.55,Hamming
0.373800655719279,10,10,0.75,0.5,0.55,Hamming
0.8370281775414952,100,10,0.75,0.5,0.55,Hamming
0.977290238768896,1000,10,0.75,0.5,0.55,Hamming
0.00526931145786741,1,100,0.75,0.5,0.55,Hamming
0.04995477386171328,10,100,0.75,0.5,0.55,Hamming
0.33294292595138997,100,100,0.75,0.5,0.55,Hamming
0.8122888454930032,1000,100,0.75,0.5,0.55,Hamming
4.660101299752584e-4,1,1000,0.75,0.5,0.55,Hamming
0.00463664462958488,10,1000,0.75,0.5,0.55,Hamming
0.04416048641269474,100,1000,0.75,0.5,0.55,Hamming
0.3039039117890092,1000,1000,0.75,0.5,0.55,Hamming
0.5356502894044526,1,1,0.75,0.55,0.55,Hamming
0.9257745496024689,10,1,0.75,0.55,0.55,Hamming
0.9927922038414928,100,1,0.75,0.55,0.55,Hamming
0.999336526719584,1000,1,0.75,0.55,0.55,Hamming
0.11122419933594328,1,10,0.75,0.55,0.55,Hamming
0.5625949318378363,10,10,0.75,0.55,0.55,Hamming
0.9326199625998276,100,10,0.75,0.55,0.55,Hamming
0.9934085093761807,1000,10,0.75,0.55,0.55,Hamming
0.01382100397806737,1,100,0.75,0.55,0.55,Hamming
0.1231953992945341,10,100,0.75,0.55,0.55,Hamming
0.5887371656406244,100,100,0.75,0.55,0.55,Hamming
0.9381022630200032,1000,100,0.75,0.55,0.55,Hamming
0.00156379352524344,1,1000,0.75,0.55,0.55,Hamming
0.0154201455855654,10,1000,0.75,0.55,0.55,Hamming
0.13537800264374308,100,1000,0.75,0.55,0.55,Hamming
0.6115247668109304,1000,1000,0.75,0.55,0.55,Hamming
0.645853350621078,1,1,0.75,0.6000000000000001,0.55,Hamming
0.962529458069771,10,1,0.75,0.6000000000000001,0.55,Hamming
0.9973298583233168,100,1,0.75,0.6000000000000001,0.55,Hamming
0.9998010532146668,1000,1,0.75,0.6000000000000001,0.55,Hamming
0.19078626755633557,1,10,0.75,0.6000000000000001,0.55,Hamming
0.7332828409379081,10,10,0.75,0.6000000000000001,0.55,Hamming
0.9740950611877645,100,10,0.75,0.6000000000000001,0.55,Hamming
0.9980152586857431,1000,10,0.75,0.6000000000000001,0.55,Hamming
0.03266291538159806,1,100,0.75,0.6000000000000001,0.55,Hamming
0.25731776210393686,10,100,0.75,0.6000000000000001,0.55,Hamming
0.7986310238365256,100,100,0.75,0.6000000000000001,0.55,Hamming
0.9806107543172894,1000,100,0.75,0.6000000000000001,0.55,Hamming
0.0047245092765381,1,1000,0.75,0.6000000000000001,0.55,Hamming
0.04538587521217675,10,1000,0.75,0.6000000000000001,0.55,Hamming
0.32555362603292975,100,1000,0.75,0.6000000000000001,0.55,Hamming
0.8412601593601531,1000,1000,0.75,0.6000000000000001,0.55,Hamming
0.7462309773856008,1,1,0.75,0.65,0.55,Hamming
0.9819769646082572,10,1,0.75,0.65,0.55,Hamming
0.9989727019536644,100,1,0.75,0.65,0.55,Hamming
0.9999317112828904,1000,1,0.75,0.65,0.55,Hamming
0.29949980295344486,1,10,0.75,0.65,0.55,Hamming
0.8547454023091533,10,10,0.75,0.65,0.55,Hamming
0.989889284594566,100,10,0.75,0.65,0.55,Hamming
0.9993179512414918,1000,10,0.75,0.65,0.55,Hamming
0.0696428066119611,1,100,0.75,0.65,0.55,Hamming
0.4442693254959388,10,100,0.75,0.65,0.55,Hamming
0.9120023275971446,100,100,0.75,0.65,0.55,Hamming
0.9932615467660292,1000,100,0.75,0.65,0.55,Hamming
0.01286260189234251,1,1000,0.75,0.65,0.55,Hamming
0.11539078354895456,10,1000,0.75,0.65,0.55,Hamming
0.5716102244718235,100,1000,0.75,0.65,0.55,Hamming
0.9394325536048432,1000,1000,0.75,0.65,0.55,Hamming
0.8304865846606191,1,1,0.75,0.7000000000000001,0.55,Hamming
0.9914702867746292,10,1,0.75,0.7000000000000001,0.55,Hamming
0.9995617809527798,100,1,0.75,0.7000000000000001,0.55,Hamming
0.9999708144706694,1000,1,0.75,0.7000000000000001,0.55,Hamming
0.4319557995898991,1,10,0.75,0.7000000000000001,0.55,Hamming
0.9260175047791684,10,10,0.75,0.7000000000000001,0.55,Hamming
0.9956649344699662,100,10,0.75,0.7000000000000001,0.55,Hamming
0.9997084347646952,1000,10,0.75,0.7000000000000001,0.55,Hamming
0.13409732218817305,1,100,0.75,0.7000000000000001,0.55,Hamming
0.6355585112916937,10,100,0.75,0.7000000000000001,0.55,Hamming
0.9605556342114956,100,100,0.75,0.7000000000000001,0.55,Hamming
0.9971125994709048,1000,100,0.75,0.7000000000000001,0.55,Hamming
0.0315606980215315,1,1000,0.75,0.7000000000000001,0.55,Hamming
0.2439614160519904,10,1000,0.75,0.7000000000000001,0.55,Hamming
0.7631365788425941,100,1000,0.75,0.7000000000000001,0.55,Hamming
0.9734273099345012,1000,1000,0.75,0.7000000000000001,0.55,Hamming
0.8953622588273074,1,1,0.75,0.75,0.55,Hamming
0.9958712844937824,10,1,0.75,0.75,0.55,Hamming
0.9997795830900036,100,1,0.75,0.75,0.55,Hamming
0.9999834127295396,1000,1,0.75,0.75,0.55,Hamming
0.5751931814930942,1,10,0.75,0.75,0.55,Hamming
0.9627351041586768,10,10,0.75,0.75,0.55,Hamming
0.9978173584491916,100,10,0.75,0.75,0.55,Hamming
0.9998343321677368,1000,10,0.75,0.75,0.55,Hamming
0.23338659875140577,1,100,0.75,0.75,0.55,Hamming
0.7824758076633119,10,100,0.75,0.75,0.55,Hamming
0.9799127959462216,100,100,0.75,0.75,0.55,Hamming
0.998362884169006,1000,100,0.75,0.75,0.55,Hamming
0.06975020806864023,1,1000,0.75,0.75,0.55,Hamming
0.41780070269936714,10,1000,0.75,0.75,0.55,Hamming
0.8686784479150791,100,1000,0.75,0.75,0.55,Hamming
0.985074797788094,1000,1000,0.75,0.75,0.55,Hamming
0.9409086671789952,1,1,0.75,0.8,0.55,Hamming
0.9978668703152972,10,1,0.75,0.8,0.55,Hamming
0.9998624496889568,100,1,0.75,0.8,0.55,Hamming
0.999986937555608,1000,1,0.75,0.8,0.55,Hamming
0.7117959451122482,1,10,0.75,0.8,0.55,Hamming
0.9803728658011346,10,10,0.75,0.8,0.55,Hamming
0.998640295280514,100,10,0.75,0.8,0.55,Hamming
0.9998696532921072,1000,10,0.75,0.8,0.55,Hamming
0.3676346394975657,1,100,0.75,0.8,0.55,Hamming
0.8736415009196368,10,100,0.75,0.8,0.55,Hamming
0.9875936694382372,100,100,0.75,0.8,0.55,Hamming
0.998721820216946,1000,100,0.75,0.8,0.55,Hamming
0.13868009484475952,1,1000,0.75,0.8,0.55,Hamming
0.5889109147383138,10,1000,0.75,0.8,0.55,Hamming
0.9182923001410904,100,1000,0.75,0.8,0.55,Hamming
0.9887789750499948,1000,1000,0.75,0.8,0.55,Hamming
0.9698347430730604,1,1,0.75,0.8500000000000001,0.55,Hamming
0.9987685576834212,10,1,0.75,0.8500000000000001,0.55,Hamming
0.9998890093538592,100,1,0.75,0.8500000000000001,0.55,Hamming
0.9999853980918806,1000,1,0.75,0.8500000000000001,0.55,Hamming
0.8257129630404613,1,10,0.75,0.8500000000000001,0.55,Hamming
0.9885989908457704,10,10,0.75,0.8500000000000001,0.55,Hamming
0.9989083053334522,100,10,0.75,0.8500000000000001,0.55,Hamming
0.9998546379688276,1000,10,0.75,0.8500000000000001,0.55,Hamming
0.5254417648156698,1,100,0.75,0.8500000000000001,0.55,Hamming
0.9232386560629424,10,100,0.75,0.8500000000000001,0.55,Hamming
0.99030652154793,100,100,0.75,0.8500000000000001,0.55,Hamming
0.99860079915955,1000,100,0.75,0.8500000000000001,0.55,Hamming
0.2477023008894867,1,1000,0.75,0.8500000000000001,0.55,Hamming
0.7181965524727095,10,1000,0.75,0.8500000000000001,0.55,Hamming
0.939036474572262,100,1000,0.75,0.8500000000000001,0.55,Hamming
0.9885903715890026,1000,1000,0.75,0.8500000000000001,0.55,Hamming
0.9862836612949414,1,1,0.75,0.9,0.55,Hamming
0.9991607464555554,10,1,0.75,0.9,0.55,Hamming
0.999878633744835,100,1,0.75,0.9,0.55,Hamming
0.9999760761985016,1000,1,0.75,0.9,0.55,Hamming
0.9078673000982408,1,10,0.75,0.9,0.55,Hamming
0.992259885433932,10,10,0.75,0.9,0.55,Hamming
0.9988188545695468,100,10,0.75,0.9,0.55,Hamming
0.9997633215708428,1000,10,0.75,0.9,0.55,Hamming
0.6846484773058783,1,100,0.75,0.9,0.55,Hamming
0.9476585906968352,10,100,0.75,0.9,0.55,Hamming
0.9900395816775394,100,100,0.75,0.9,0.55,Hamming
0.9978133954966044,1000,100,0.75,0.9,0.55,Hamming
0.39702889862299096,1,1000,0.75,0.9,0.55,Hamming
0.7976529718255774,10,1000,0.75,0.9,0.55,Hamming
0.9429277361790576,100,1000,0.75,0.9,0.55,Hamming
0.9842402078420972,1000,1000,0.75,0.9,0.55,Hamming
0.99454750784411,1,1,0.75,0.95,0.55,Hamming
0.9992533825491396,10,1,0.75,0.95,0.55,Hamming
0.999799948257609,100,1,0.75,0.95,0.55,Hamming
0.9999359291595066,1000,1,0.75,0.95,0.55,Hamming
0.9583753348183488,1,10,0.75,0.95,0.55,Hamming
0.9932215154549192,10,10,0.75,0.95,0.55,Hamming
0.9980970871745696,100,10,0.75,0.95,0.55,Hamming
0.9993770915754118,1000,10,0.75,0.95,0.55,Hamming
0.82013927218336,1,100,0.75,0.95,0.55,Hamming
0.9557810284759524,10,100,0.75,0.95,0.55,Hamming
0.9853763828825234,100,100,0.75,0.95,0.55,Hamming
0.9947387286077702,1000,100,0.75,0.95,0.55,Hamming
0.5712811240561977,1,1000,0.75,0.95,0.55,Hamming
0.831811840406745,10,1000,0.75,0.95,0.55,Hamming
0.9280443658564708,100,1000,0.75,0.95,0.55,Hamming
0.9689574441844432,1000,1000,0.75,0.95,0.55,Hamming
0.9981510434075426,1,1,0.75,1,0.55,Hamming
0.9981510434075426,10,1,0.75,1,0.55,Hamming
0.9981510434075426,100,1,0.75,1,0.55,Hamming
0.9981510434075426,1000,1,0.75,1,0.55,Hamming
0.9843602971766382,1,10,0.75,1,0.55,Hamming
0.9843602971766382,10,10,0.75,1,0.55,Hamming
0.9843602971766382,100,10,0.75,1,0.55,Hamming
0.9843602971766382,1000,10,0.75,1,0.55,Hamming
0.9151796105428476,1,100,0.75,1,0.55,Hamming
0.9151796105428476,10,100,0.75,1,0.55,Hamming
0.9151796105428476,100,100,0.75,1,0.55,Hamming
0.9151796105428476,1000,100,0.75,1,0.55,Hamming
0.7406322136636465,1,1000,0.75,1,0.55,Hamming
0.7406322136636465,10,1000,0.75,1,0.55,Hamming
0.7406322136636465,100,1000,0.75,1,0.55,Hamming
0.7406322136636465,1000,1000,0.75,1,0.55,Hamming
7.582857506807735e-4,1,1,0.75,0,0.6,Hamming
7.582857506807735e-4,10,1,0.75,0,0.6,Hamming
7.582857506807735e-4,100,1,0.75,0,0.6,Hamming
7.582857506807735e-4,1000,1,0.75,0,0.6,Hamming
3.122479007805263e-7,1,10,0.75,0,0.6,Hamming
3.122479007805263e-7,10,10,0.75,0,0.6,Hamming
3.122479007805263e-7,100,10,0.75,0,0.6,Hamming
3.122479007805263e-7,1000,10,0.75,0,0.6,Hamming
1.226727894257125e-9,1,100,0.75,0,0.6,Hamming
1.226727894257125e-9,10,100,0.75,0,0.6,Hamming
1.226727894257125e-9,100,100,0.75,0,0.6,Hamming
1.226727894257125e-9,1000,100,0.75,0,0.6,Hamming
1.5796424279986288e-11,1,1000,0.75,0,0.6,Hamming
1.5796424279986288e-11,10,1000,0.75,0,0.6,Hamming
1.5796424279986288e-11,100,1000,0.75,0,0.6,Hamming
1.5796424279986288e-11,1000,1000,0.75,0,0.6,Hamming
0.00186427649130227,1,1,0.75,0.05,0.6,Hamming
0.00622411172691548,10,1,0.75,0.05,0.6,Hamming
0.01469829435289143,100,1,0.75,0.05,0.6,Hamming
0.02855085335234514,1000,1,0.75,0.05,0.6,Hamming
1.4413410478344518e-6,1,10,0.75,0.05,0.6,Hamming
8.878935847742464e-6,10,10,0.75,0.05,0.6,Hamming
3.8705084217434184e-5,100,10,0.75,0.05,0.6,Hamming
1.3181953333726571e-4,1000,10,0.75,0.05,0.6,Hamming
7.4368905387416845e-9,1,100,0.75,0.05,0.6,Hamming
5.559163675707757e-8,10,100,0.75,0.05,0.6,Hamming
3.116967442856002e-7,100,100,0.75,0.05,0.6,Hamming
1.3794229704253331e-6,1000,100,0.75,0.05,0.6,Hamming
1.1236731930652295e-10,1,1000,0.75,0.05,0.6,Hamming
9.190155972236051e-10,10,1000,0.75,0.05,0.6,Hamming
5.9050676992364245e-9,100,1000,0.75,0.05,0.6,Hamming
3.0465391830022505e-8,1000,1000,0.75,0.05,0.6,Hamming
0.00425611944508586,1,1,0.75,0.1,0.6,Hamming
0.01776565653399343,10,1,0.75,0.1,0.6,Hamming
0.04700308480675271,100,1,0.75,0.1,0.6,Hamming
0.0947611749662868,1000,1,0.75,0.1,0.6,Hamming
6.074724587311189e-6,1,10,0.75,0.1,0.6,Hamming
4.7960572492273106e-5,10,10,0.75,0.1,0.6,Hamming
2.720953915379148e-4,100,10,0.75,0.1,0.6,Hamming
0.0011285340219732,1000,10,0.75,0.1,0.6,Hamming
4.1275377906460456e-8,1,100,0.75,0.1,0.6,Hamming
3.759852528467881e-7,10,100,0.75,0.1,0.6,Hamming
2.8105823826895645e-6,100,100,0.75,0.1,0.6,Hamming
1.635540144099805e-5,1000,100,0.75,0.1,0.6,Hamming
7.3418356933547e-10,1,1000,0.75,0.1,0.6,Hamming
7.013687090772055e-9,10,1000,0.75,0.1,0.6,Hamming
5.91811643240025e-8,100,1000,0.75,0.1,0.6,Hamming
4.114125909916277e-7,1000,1000,0.75,0.1,0.6,Hamming
0.00905855848292,1,1,0.75,0.15000000000000002,0.6,Hamming
0.04116478162058029,10,1,0.75,0.15000000000000002,0.6,Hamming
0.11062162799269427,100,1,0.75,0.15000000000000002,0.6,Hamming
0.21481968642741409,1000,1,0.75,0.15000000000000002,0.6,Hamming
2.344864115240198e-5,1,10,0.75,0.15000000000000002,0.6,Hamming
2.0309435495763784e-4,10,10,0.75,0.15000000000000002,0.6,Hamming
0.00130668843374902,100,10,0.75,0.15000000000000002,0.6,Hamming
0.0058946686112279,1000,10,0.75,0.15000000000000002,0.6,Hamming
2.104037429976156e-7,1,100,0.75,0.15000000000000002,0.6,Hamming
2.026840529047247e-6,10,100,0.75,0.15000000000000002,0.6,Hamming
1.7222566911987002e-5,100,100,0.75,0.15000000000000002,0.6,Hamming
1.1630158359726436e-4,1000,100,0.75,0.15000000000000002,0.6,Hamming
4.417737265926961e-9,1,1000,0.75,0.15000000000000002,0.6,Hamming
4.361523580474846e-8,10,1000,0.75,0.15000000000000002,0.6,Hamming
4.070026550353851e-7,100,1000,0.75,0.15000000000000002,0.6,Hamming
3.304966473658176e-6,1000,1000,0.75,0.15000000000000002,0.6,Hamming
0.01803475033507946,1,1,0.75,0.2,0.6,Hamming
0.08329568503860485,10,1,0.75,0.2,0.6,Hamming
0.21436785544460105,100,1,0.75,0.2,0.6,Hamming
0.38388289089734745,1000,1,0.75,0.2,0.6,Hamming
8.310877228744788e-5,1,10,0.75,0.2,0.6,Hamming
7.484197264963788e-4,10,10,0.75,0.2,0.6,Hamming
0.00508732391599057,100,10,0.75,0.2,0.6,Hamming
0.02318352314277141,1000,10,0.75,0.2,0.6,Hamming
9.877441445650177e-7,1,100,0.75,0.2,0.6,Hamming
9.697379919320923e-6,10,100,0.75,0.2,0.6,Hamming
8.751336189222826e-5,100,100,0.75,0.2,0.6,Hamming
6.405812582438766e-4,1000,100,0.75,0.2,0.6,Hamming
2.4559134041259473e-8,1,1000,0.75,0.2,0.6,Hamming
2.4450429012908337e-7,10,1000,0.75,0.2,0.6,Hamming
2.370504078630239e-6,100,1000,0.75,0.2,0.6,Hamming
2.0884881411203764e-5,1000,1000,0.75,0.2,0.6,Hamming
0.03368383583146148,1,1,0.75,0.25,0.6,Hamming
0.15100334796525586,10,1,0.75,0.25,0.6,Hamming
0.3566940052375125,100,1,0.75,0.25,0.6,Hamming
0.5736695344164896,1000,1,0.75,0.25,0.6,Hamming
2.710217122042948e-4,1,10,0.75,0.25,0.6,Hamming
0.00247583343199662,10,10,0.75,0.25,0.6,Hamming
0.01694012589331223,100,10,0.75,0.25,0.6,Hamming
0.07302494375059035,1000,10,0.75,0.25,0.6,Hamming
4.279542373024153e-6,1,100,0.75,0.25,0.6,Hamming
4.2315957076080494e-5,10,100,0.75,0.25,0.6,Hamming
3.926055123349578e-4,100,100,0.75,0.25,0.6,Hamming
0.00297641740035786,1000,100,0.75,0.25,0.6,Hamming
1.2646073524106013e-7,1,1000,0.75,0.25,0.6,Hamming
1.2621275016006718e-6,10,1000,0.75,0.25,0.6,Hamming
1.24196488046049e-5,100,1000,0.75,0.25,0.6,Hamming
1.1405682957328766e-4,1000,1000,0.75,0.25,0.6,Hamming
0.05916664391462079,1,1,0.75,0.30000000000000004,0.6,Hamming
0.24813812763745824,10,1,0.75,0.30000000000000004,0.6,Hamming
0.5214486463155253,100,1,0.75,0.30000000000000004,0.6,Hamming
0.7449804504102994,1000,1,0.75,0.30000000000000004,0.6,Hamming
8.14468318952075e-4,1,10,0.75,0.30000000000000004,0.6,Hamming
0.00743251129474126,10,10,0.75,0.30000000000000004,0.6,Hamming
0.04900096113467095,100,10,0.75,0.30000000000000004,0.6,Hamming
0.18641853848912265,1000,10,0.75,0.30000000000000004,0.6,Hamming
1.7140387861619082e-5,1,100,0.75,0.30000000000000004,0.6,Hamming
1.699201440683244e-4,10,100,0.75,0.30000000000000004,0.6,Hamming
0.00159219466224332,100,100,0.75,0.30000000000000004,0.6,Hamming
0.01203704883487799,1000,100,0.75,0.30000000000000004,0.6,Hamming
6.043999369877489e-7,1,1000,0.75,0.30000000000000004,0.6,Hamming
6.037097621011007e-6,10,1000,0.75,0.30000000000000004,0.6,Hamming
5.975337287901733e-5,100,1000,0.75,0.30000000000000004,0.6,Hamming
5.592741294551075e-4,1000,1000,0.75,0.30000000000000004,0.6,Hamming
0.0979548465143186,1,1,0.75,0.35000000000000003,0.6,Hamming
0.37211114675767304,10,1,0.75,0.35000000000000003,0.6,Hamming
0.6820281082767059,100,1,0.75,0.35000000000000003,0.6,Hamming
0.869717997931551,1000,1,0.75,0.35000000000000003,0.6,Hamming
0.00225811896065267,1,10,0.75,0.35000000000000003,0.6,Hamming
0.02029514744743652,10,10,0.75,0.35000000000000003,0.6,Hamming
0.12263773191519076,100,10,0.75,0.35000000000000003,0.6,Hamming
0.3819572392998877,1000,10,0.75,0.35000000000000003,0.6,Hamming
6.353324673084061e-5,1,100,0.75,0.35000000000000003,0.6,Hamming
6.299620935987849e-4,10,100,0.75,0.35000000000000003,0.6,Hamming
0.00588396229553016,100,100,0.75,0.35000000000000003,0.6,Hamming
0.04250916312689676,1000,100,0.75,0.35000000000000003,0.6,Hamming
2.6853322013910567e-6,1,1000,0.75,0.35000000000000003,0.6,Hamming
2.6829378741342627e-5,10,1000,0.75,0.35000000000000003,0.6,Hamming
2.6604377552844044e-4,100,1000,0.75,0.35000000000000003,0.6,Hamming
0.00250042034069748,1000,1000,0.75,0.35000000000000003,0.6,Hamming
0.1531519252837805,1,1,0.75,0.4,0.6,Hamming
0.512128885726686,10,1,0.75,0.4,0.6,Hamming
0.8134159771607674,100,1,0.75,0.4,0.6,Hamming
0.9432777002387284,1000,1,0.75,0.4,0.6,Hamming
0.0057799680268845,1,10,0.75,0.4,0.6,Hamming
0.05023837841806512,10,10,0.75,0.4,0.6,Hamming
0.26114323978174425,100,10,0.75,0.4,0.6,Hamming
0.6224741306942014,1000,10,0.75,0.4,0.6,Hamming
2.180728537839945e-4,1,100,0.75,0.4,0.6,Hamming
0.00215815989513826,10,100,0.75,0.4,0.6,Hamming
0.01978714698720589,100,100,0.75,0.4,0.6,Hamming
0.12835886230059032,1000,100,0.75,0.4,0.6,Hamming
1.1102924506793632e-5,1,1000,0.75,0.4,0.6,Hamming
1.1092493792644812e-4,10,1000,0.75,0.4,0.6,Hamming
0.00109922801241215,100,1000,0.75,0.4,0.6,Hamming
0.01022372819170837,1000,1000,0.75,0.4,0.6,Hamming
0.2265517486576014,1,1,0.75,0.45,0.6,Hamming
0.6512722793349914,10,1,0.75,0.45,0.6,Hamming
0.9036202730412876,100,1,0.75,0.45,0.6,Hamming
0.978731461843102,1000,1,0.75,0.45,0.6,Hamming
0.01366273702290385,1,10,0.75,0.45,0.6,Hamming
0.11175277400156172,10,10,0.75,0.45,0.6,Hamming
0.46321815612087214,100,10,0.75,0.45,0.6,Hamming
0.8223263247724523,1000,10,0.75,0.45,0.6,Hamming
6.931956026962805e-4,1,100,0.75,0.45,0.6,Hamming
0.00682436556191094,10,100,0.75,0.45,0.6,Hamming
0.05983625356739172,100,100,0.75,0.45,0.6,Hamming
0.31536632249236907,1000,100,0.75,0.45,0.6,Hamming
4.274427949162317e-5,1,1000,0.75,0.45,0.6,Hamming
4.2687762740764e-4,10,1000,0.75,0.45,0.6,Hamming
0.00421410808317522,100,1000,0.75,0.45,0.6,Hamming
0.03787913253463407,1000,1000,0.75,0.45,0.6,Hamming
0.3176571848365304,1,1,0.75,0.5,0.6,Hamming
0.7723862056042562,10,1,0.75,0.5,0.6,Hamming
0.955841609344191,100,1,0.75,0.5,0.6,Hamming
0.9929487758001276,1000,1,0.75,0.5,0.6,Hamming
0.02982290123535676,1,10,0.75,0.5,0.6,Hamming
0.220316063396273,10,10,0.75,0.5,0.6,Hamming
0.6789608263997101,100,10,0.75,0.5,0.6,Hamming
0.933904231393137,1000,10,0.75,0.5,0.6,Hamming
0.00203965829095021,1,100,0.75,0.5,0.6,Hamming
0.01983771400929774,10,100,0.75,0.5,0.6,Hamming
0.15802897580872502,100,100,0.75,0.5,0.6,Hamming
0.589577520081168,1000,100,0.75,0.5,0.6,Hamming
1.5322053612778092e-4,1,1000,0.75,0.5,0.6,Hamming
0.0015285070112171,10,1000,0.75,0.5,0.6,Hamming
0.01492936896728238,100,1000,0.75,0.5,0.6,Hamming
0.12310897646296626,1000,1000,0.75,0.5,0.6,Hamming
0.4230110554428419,1,1,0.75,0.55,0.6,Hamming
0.864566206367327,10,1,0.75,0.55,0.6,Hamming
0.9816709378989428,100,1,0.75,0.55,0.6,Hamming
0.997837015129668,1000,1,0.75,0.55,0.6,Hamming
0.06008832186809965,1,10,0.75,0.55,0.6,Hamming
0.3789971963081106,10,10,0.75,0.55,0.6,Hamming
