wp,n,k,p,q,r
1.6496464878371264e-5,1000000,1000000,0.75,0.05,0.95
3.200227591975177e-5,10000000,1000000,0.75,0.05,0.95
5.9888595835038894e-5,100000000,1000000,0.75,0.05,0.95
1.553377717639855e-8,1,10000000,0.75,0.05,0.95
7.536705701287631e-8,10,10000000,0.75,0.05,0.95
2.6027888401279885e-7,100,10000000,0.75,0.05,0.95
7.223695849215551e-7,1000,10000000,0.75,0.05,0.95
1.8129071882913362e-6,10000,10000000,0.75,0.05,0.95
3.953811549778762e-6,100000,10000000,0.75,0.05,0.95
8.394264782549024e-6,1000000,10000000,0.75,0.05,0.95
1.639259537510057e-5,10000000,10000000,0.75,0.05,0.95
3.0914378555932656e-5,100000000,10000000,0.75,0.05,0.95
6.747912264020197e-9,1,100000000,0.75,0.05,0.95
3.342156406365378e-8,10,100000000,0.75,0.05,0.95
1.1810979762299254e-7,100,100000000,0.75,0.05,0.95
3.4707543874463606e-7,1000,100000000,0.75,0.05,0.95
8.59187371180716e-7,10000,100000000,0.75,0.05,0.95
2.0197302575917765e-6,100000,100000000,0.75,0.05,0.95
4.191657248942957e-6,1000000,100000000,0.75,0.05,0.95
8.56471825112092e-6,10000000,100000000,0.75,0.05,0.95
1.6148504941796683e-5,100000000,100000000,0.75,0.05,0.95
6.858014378714273e-5,1,1,0.75,0.1,0.95
3.1937020035833764e-4,10,1,0.75,0.1,0.95
9.904615606245038e-4,100,1,0.75,0.1,0.95
0.0024057985846579434,1000,1,0.75,0.1,0.95
0.005009449573713978,10000,1,0.75,0.1,0.95
0.00936801117608711,100000,1,0.75,0.1,0.95
0.016152616347562276,1000000,1,0.75,0.1,0.95
0.02609979017239856,10000000,1,0.75,0.1,0.95
0.039981248646030865,100000000,1,0.75,0.1,0.95
1.0075737869822832e-5,1,10,0.75,0.1,0.95
5.283227586654812e-5,10,10,0.75,0.1,0.95
1.8536413190550592e-4,100,10,0.75,0.1,0.95
5.041901480495685e-4,1000,10,0.75,0.1,0.95
0.0011647002607903625,10000,10,0.75,0.1,0.95
0.002399713083209669,100000,10,0.75,0.1,0.95
0.004528486721469937,1000000,10,0.75,0.1,0.95
0.007952110427953015,10000000,10,0.75,0.1,0.95
0.013197554081986465,100000000,10,0.75,0.1,0.95
2.8786983845917734e-6,1,100,0.75,0.1,0.95
1.6121120193638415e-5,10,100,0.75,0.1,0.95
6.076859129822768e-5,100,100,0.75,0.1,0.95
1.7670156238283797e-4,1000,100,0.75,0.1,0.95
4.344898218267269e-4,10000,100,0.75,0.1,0.95
9.499430732344767e-4,100000,100,0.75,0.1,0.95
0.0018879513349821567,1000000,100,0.75,0.1,0.95
0.003469491425474443,10000000,100,0.75,0.1,0.95
0.0061161404305587206,100000000,100,0.75,0.1,0.95
1.0034695563427831e-6,1,1000,0.75,0.1,0.95
5.898666724435398e-6,10,1000,0.75,0.1,0.95
2.3493827962339237e-5,100,1000,0.75,0.1,0.95
7.209481324251683e-5,1000,1000,0.75,0.1,0.95
1.864510070701428e-4,10000,1000,0.75,0.1,0.95
4.2453916228110477e-4,100000,1000,0.75,0.1,0.95
8.75991910203468e-4,1000000,1000,0.75,0.1,0.95
0.0017074499865074853,10000000,1000,0.75,0.1,0.95
0.003111367209982456,100000000,1000,0.75,0.1,0.95
3.8292670662546683e-7,1,10000,0.75,0.1,0.95
2.346484401816975e-6,10,10000,0.75,0.1,0.95
9.829168450906144e-6,100,10000,0.75,0.1,0.95
3.161462926121068e-5,1000,10000,0.75,0.1,0.95
8.488202968648788e-5,10000,10000,0.75,0.1,0.95
2.01299329057818e-4,100000,10000,0.75,0.1,0.95
4.38863616712504e-4,1000000,10000,0.75,0.1,0.95
8.6906564731999e-4,10000000,10000,0.75,0.1,0.95
0.001606361945296788,100000000,10000,0.75,0.1,0.95
1.5499309133330726e-7,1,100000,0.75,0.1,0.95
9.804327835897522e-7,10,100000,0.75,0.1,0.95
4.260533240814712e-6,100,100000,0.75,0.1,0.95
1.424464364479238e-5,1000,100000,0.75,0.1,0.95
4.015831688522996e-5,10000,100000,0.75,0.1,0.95
9.981506123825288e-5,100000,100000,0.75,0.1,0.95
2.204772454910086e-4,1000000,100000,0.75,0.1,0.95
4.5705000161977443e-4,10000000,100000,0.75,0.1,0.95
8.947685792608428e-4,100000000,100000,0.75,0.1,0.95
6.497416478615328e-8,1,1000000,0.75,0.1,0.95
4.2532549020570307e-7,10,1000000,0.75,0.1,0.95
1.9198862610953256e-6,100,1000000,0.75,0.1,0.95
6.6360284166223365e-6,1000,1000000,0.75,0.1,0.95
1.9118759902660486e-5,10000,1000000,0.75,0.1,0.95
4.845360718386994e-5,100000,1000000,0.75,0.1,0.95
1.1423998990659162e-4,1000000,1000000,0.75,0.1,0.95
2.44568493598739e-4,10000000,1000000,0.75,0.1,0.95
4.794786048457745e-4,100000000,1000000,0.75,0.1,0.95
2.7719069319359086e-8,1,10000000,0.75,0.1,0.95
1.871569372987826e-7,10,10000000,0.75,0.1,0.95
8.793245779302712e-7,100,10000000,0.75,0.1,0.95
3.1431029405164086e-6,1000,10000000,0.75,0.1,0.95
9.407268082193453e-6,10000,10000000,0.75,0.1,0.95
2.4851175791730524e-5,100000,10000000,0.75,0.1,0.95
5.803030080494145e-5,1000000,10000000,0.75,0.1,0.95
1.285223544651115e-4,10000000,10000000,0.75,0.1,0.95
2.704962029005747e-4,100000000,10000000,0.75,0.1,0.95
1.2007613463297766e-8,1,100000000,0.75,0.1,0.95
8.316833833831967e-8,10,100000000,0.75,0.1,0.95
4.0642080369035696e-7,100,100000000,0.75,0.1,0.95
1.510527046605124e-6,1000,100000000,0.75,0.1,0.95
4.602126906230751e-6,10000,100000000,0.75,0.1,0.95
1.2300495434095724e-5,100000,100000000,0.75,0.1,0.95
3.0906700955850626e-5,1000000,100000000,0.75,0.1,0.95
6.897068898078201e-5,10000000,100000000,0.75,0.1,0.95
1.4479962091623554e-4,100000000,100000000,0.75,0.1,0.95
1.1996937514064952e-4,1,1,0.75,0.15000000000000002,0.95
6.644956608228957e-4,10,1,0.75,0.15000000000000002,0.95
0.0023698409996666483,100,1,0.75,0.15000000000000002,0.95
0.006295605000494161,1000,1,0.75,0.15000000000000002,0.95
0.013811977989940709,10000,1,0.75,0.15000000000000002,0.95
0.026493371093804036,100000,1,0.75,0.15000000000000002,0.95
0.045930102172395196,1000000,1,0.75,0.15000000000000002,0.95
0.07349880569948544,10000000,1,0.75,0.15000000000000002,0.95
0.11013943821637823,100000000,1,0.75,0.15000000000000002,0.95
1.7703037630092157e-5,1,10,0.75,0.15000000000000002,0.95
1.1110055842286976e-4,10,10,0.75,0.15000000000000002,0.95
4.600154749870923e-4,100,10,0.75,0.15000000000000002,0.95
0.0014083368313536713,1000,10,0.75,0.15000000000000002,0.95
0.0035181982840410088,10000,10,0.75,0.15000000000000002,0.95
0.007603815103708795,100000,10,0.75,0.15000000000000002,0.95
0.014727410521000446,1000000,10,0.75,0.15000000000000002,0.95
0.026160449607453746,10000000,10,0.75,0.15000000000000002,0.95
0.043235460672926225,100000000,10,0.75,0.15000000000000002,0.95
5.0845547980773664e-6,1,100,0.75,0.15000000000000002,0.95
3.406335910507897e-5,10,100,0.75,0.15000000000000002,0.95
1.5340368938503222e-4,100,100,0.75,0.15000000000000002,0.95
5.100800804635737e-4,1000,100,0.75,0.15000000000000002,0.95
0.00137582739124074,10000,100,0.75,0.15000000000000002,0.95
0.0031948647876131804,100000,100,0.75,0.15000000000000002,0.95
0.0066274670013672715,1000000,100,0.75,0.15000000000000002,0.95
0.012548707820775974,10000000,100,0.75,0.15000000000000002,0.95
0.021904425786410404,100000000,100,0.75,0.15000000000000002,0.95
1.7751779335239194e-6,1,1000,0.75,0.15000000000000002,0.95
1.2459741629869284e-5,10,1000,0.75,0.15000000000000002,0.95
5.977893254654959e-5,100,1000,0.75,0.15000000000000002,0.95
2.1214818775506958e-4,1000,1000,0.75,0.15000000000000002,0.95
6.098263929732393e-4,10000,1000,0.75,0.15000000000000002,0.95
0.0015021706788516148,100000,1000,0.75,0.15000000000000002,0.95
0.003278360116733334,1000000,1000,0.75,0.15000000000000002,0.95
0.006479495066868305,10000000,1000,0.75,0.15000000000000002,0.95
0.011905896256104552,100000000,1000,0.75,0.15000000000000002,0.95
6.79517179767287e-7,1,10000,0.75,0.15000000000000002,0.95
4.961378682098259e-6,10,10000,0.75,0.15000000000000002,0.95
2.5194168214083934e-5,100,10000,0.75,0.15000000000000002,0.95
9.439406572787002e-5,1000,10000,0.75,0.15000000000000002,0.95
2.8437370826300324e-4,10000,10000,0.75,0.15000000000000002,0.95
7.312806840026576e-4,100000,10000,0.75,0.15000000000000002,0.95
0.0016734723429795277,1000000,10000,0.75,0.15000000000000002,0.95
0.003507441877779901,10000000,10000,0.75,0.15000000000000002,0.95
0.0067477307221515195,100000000,10000,0.75,0.15000000000000002,0.95
2.737391140368143e-7,1,100000,0.75,0.15000000000000002,0.95
2.0583169756503097e-6,10,100000,0.75,0.15000000000000002,0.95
1.0937872624306939e-5,100,100000,0.75,0.15000000000000002,0.95
4.3306000890999604e-5,1000,100000,0.75,0.15000000000000002,0.95
1.3800171062113183e-4,10000,100000,0.75,0.15000000000000002,0.95
3.7355045373648615e-4,100000,100000,0.75,0.15000000000000002,0.95
8.877168000548284e-4,1000000,100000,0.75,0.15000000000000002,0.95
0.0018929456307699196,10000000,100000,0.75,0.15000000000000002,0.95
0.0037613926470226188,100000000,100000,0.75,0.15000000000000002,0.95
1.1445581394195528e-7,1,1000000,0.75,0.15000000000000002,0.95
8.851556967300747e-7,10,1000000,0.75,0.15000000000000002,0.95
4.887119721139444e-6,100,1000000,0.75,0.15000000000000002,0.95
2.009301693422375e-5,1000,1000000,0.75,0.15000000000000002,0.95
6.674943934767466e-5,10000,1000000,0.75,0.15000000000000002,0.95
1.8880980656670575e-4,100000,1000000,0.75,0.15000000000000002,0.95
4.7151635476244165e-4,1000000,1000000,0.75,0.15000000000000002,0.95
0.0010663477841428154,10000000,1000000,0.75,0.15000000000000002,0.95
0.0021776883567673315,100000000,1000000,0.75,0.15000000000000002,0.95
4.8831987704864776e-8,1,10000000,0.75,0.15000000000000002,0.95
3.8772759831929485e-7,10,10000000,0.75,0.15000000000000002,0.95
2.2292695989162898e-6,100,10000000,0.75,0.15000000000000002,0.95
9.534781235163211e-6,1000,10000000,0.75,0.15000000000000002,0.95
3.2969872111532183e-5,10000,10000000,0.75,0.15000000000000002,0.95
9.739442248784549e-5,100000,10000000,0.75,0.15000000000000002,0.95
2.5148118111800705e-4,1000000,10000000,0.75,0.15000000000000002,0.95
5.804093405868629e-4,10000000,10000000,0.75,0.15000000000000002,0.95
0.0012504760882851205,100000000,10000000,0.75,0.15000000000000002,0.95
2.1118618944992694e-8,1,100000000,0.75,0.15000000000000002,0.95
1.7149426689830496e-7,10,100000000,0.75,0.15000000000000002,0.95
1.0256093684775507e-6,100,100000000,0.75,0.15000000000000002,0.95
4.551926439734634e-6,1000,100000000,0.75,0.15000000000000002,0.95
1.6202139787749527e-5,10000,100000000,0.75,0.15000000000000002,0.95
4.946340772195202e-5,100000,100000000,0.75,0.15000000000000002,0.95
1.3460561324142744e-4,1000000,100000000,0.75,0.15000000000000002,0.95
3.2709883681011535e-4,10000000,100000000,0.75,0.15000000000000002,0.95
7.047066921831187e-4,100000000,100000000,0.75,0.15000000000000002,0.95
2.0908958376430694e-4,1,1,0.75,0.2,0.95
0.0012931827282904407,10,1,0.75,0.2,0.95
0.005070161125534672,100,1,0.75,0.2,0.95
0.014221019692590833,1000,1,0.75,0.2,0.95
0.03188090241112535,10000,1,0.75,0.2,0.95
0.06102031842889864,100000,1,0.75,0.2,0.95
0.10374233327850253,1000000,1,0.75,0.2,0.95
0.16072013333907317,10000000,1,0.75,0.2,0.95
0.23093186821293887,100000000,1,0.75,0.2,0.95
3.100794960582912e-5,1,10,0.75,0.2,0.95
2.179763185652132e-4,10,10,0.75,0.2,0.95
0.00101618133730821,100,10,0.75,0.2,0.95
0.0033813381860039143,1000,10,0.75,0.2,0.95
0.008867642423035466,10000,10,0.75,0.2,0.95
0.019584600887081565,100000,10,0.75,0.2,0.95
0.03795668387503108,1000000,10,0.75,0.2,0.95
0.0662930392541993,10000000,10,0.75,0.2,0.95
0.10631447915434361,100000000,10,0.75,0.2,0.95
8.947570568367568e-6,1,100,0.75,0.2,0.95
6.698371489733846e-5,10,100,0.75,0.2,0.95
3.4308326339454787e-4,100,100,0.75,0.2,0.95
0.0012587561252371355,1000,100,0.75,0.2,0.95
0.0036210636849093353,10000,100,0.75,0.2,0.95
0.008705860009154402,100000,100,0.75,0.2,0.95
0.018256485876024568,1000000,100,0.75,0.2,0.95
0.03435438025585792,10000000,100,0.75,0.2,0.95
0.05920403556303061,100000000,100,0.75,0.2,0.95
3.1278833075930652e-06,1,1000,0.75,0.2,0.95
2.445810541044394e-5,10,1000,0.75,0.2,0.95
1.3442709508212762e-4,100,1000,0.75,0.2,0.95
5.324746188140247e-4,1000,1000,0.75,0.2,0.95
0.0016510927861330045,10000,1000,0.75,0.2,0.95
0.004262574318388689,100000,1000,0.75,0.2,0.95
0.009541850541469828,1000000,1000,0.75,0.2,0.95
0.019044031573911657,10000000,1000,0.75,0.2,0.95
0.03450668739136942,100000000,1000,0.75,0.2,0.95
1.1990964219986217e-6,1,10000,0.75,0.2,0.95
9.713240171787565e-6,10,10000,0.75,0.2,0.95
5.664261014003962e-5,100,10000,0.75,0.2,0.95
2.3884998994541304e-4,1000,10000,0.75,0.2,0.95
7.846657892745654e-4,10000,10000,0.75,0.2,0.95
0.002141170089219272,100000,10000,0.75,0.2,0.95
0.005067995853140853,1000000,10000,0.75,0.2,0.95
0.010702205206847852,10000000,10000,0.75,0.2,0.95
0.020591988283946747,100000000,10000,0.75,0.2,0.95
4.817592898306176e-7,1,100000,0.75,0.2,0.95
4.008478361273326e-6,10,100000,0.75,0.2,0.95
2.4611644607676707e-5,100,100000,0.75,0.2,0.95
1.1048767099455926e-4,1000,100000,0.75,0.2,0.95
3.8582184927963924e-4,10000,100000,0.75,0.2,0.95
0.001111156257988678,100000,100000,0.75,0.2,0.95
0.0027603689206993384,1000000,100000,0.75,0.2,0.95
0.006092335831475321,10000000,100000,0.75,0.2,0.95
0.012157944412818585,100000000,100000,0.75,0.2,0.95
2.003377941540628e-7,1,1000000,0.75,0.2,0.95
1.705496738633602e-6,10,1000000,0.75,0.2,0.95
1.0903984770140772e-5,100,1000000,0.75,0.2,0.95
5.156325178855439e-5,1000,1000000,0.75,0.2,0.95
1.9063732385923184e-4,10000,1000000,0.75,0.2,0.95
5.78641207996611e-4,100000,1000000,0.75,0.2,0.95
0.0015036642955385024,1000000,1000000,0.75,0.2,0.95
0.0034722365638382977,10000000,1000000,0.75,0.2,0.95
0.007304706232894468,100000000,1000000,0.75,0.2,0.95
8.512816372456875e-8,1,10000000,0.75,0.2,0.95
7.400261410771204e-7,10,10000000,0.75,0.2,0.95
4.918580935292261e-6,100,10000000,0.75,0.2,0.95
2.4263743511796528e-5,1000,10000000,0.75,0.2,0.95
9.424111662142226e-5,10000,10000000,0.75,0.2,0.95
3.0208496695904223e-4,100000,10000000,0.75,0.2,0.95
8.225569454553055e-4,1000000,10000000,0.75,0.2,0.95
0.0019606988217851775,10000000,10000000,0.75,0.2,0.95
0.004240193537824802,100000000,10000000,0.75,0.2,0.95
3.666405390195903e-8,1,100000000,0.75,0.2,0.95
3.2451224996315623e-7,10,100000000,0.75,0.2,0.95
2.2392119576848682e-6,100,100000000,0.75,0.2,0.95
1.1522392641722027e-5,1000,100000000,0.75,0.2,0.95
4.679188767548945e-5,10000,100000000,0.75,0.2,0.95
1.5740712839126586e-4,100000,100000000,0.75,0.2,0.95
4.510178645813425e-4,1000000,100000000,0.75,0.2,0.95
0.001128348480278552,10000000,100000000,0.75,0.2,0.95
0.002520528622198773,100000000,100000000,0.75,0.2,0.95
3.631153568041486e-4,1,1,0.75,0.25,0.95
0.002416918335718674,10,1,0.75,0.25,0.95
0.010099436270700805,100,1,0.75,0.25,0.95
0.02912518553590126,1000,1,0.75,0.25,0.95
0.06512977378937733,10000,1,0.75,0.25,0.95
0.12168086237549527,100000,1,0.75,0.25,0.95
0.1988903259634046,1000000,1,0.75,0.25,0.95
0.2931721420850163,10000000,1,0.75,0.25,0.95
0.39810447658061016,100000000,1,0.75,0.25,0.95
5.415724639835056e-5,1,10,0.75,0.25,0.95
4.107713830576377e-4,10,10,0.75,0.25,0.95
0.002090491605743475,100,10,0.75,0.25,0.95
0.0073733165222468495,1000,10,0.75,0.25,0.95
0.019843993367542643,10000,10,0.75,0.25,0.95
0.04382795739059808,100000,10,0.75,0.25,0.95
0.08330877658668008,1000000,10,0.75,0.25,0.95
0.14059700085672053,10000000,10,0.75,0.25,0.95
0.21552090113469083,100000000,10,0.75,0.25,0.95
1.5690821603307978e-5,1,100,0.75,0.25,0.95
1.263844679992768e-4,10,100,0.75,0.25,0.95
7.131984302618159e-4,100,100,0.75,0.25,0.95
0.002817444847475862,1000,100,0.75,0.25,0.95
0.008458327932053408,10000,100,0.75,0.25,0.95
0.020641611111492823,100000,100,0.75,0.25,0.95
0.04299424917150632,1000000,100,0.75,0.25,0.95
0.07897536718464158,10000000,100,0.75,0.25,0.95
0.13080134814798072,100000000,100,0.75,0.25,0.95
5.491069733727478e-6,1,1000,0.75,0.25,0.95
4.604554848686906e-5,10,1000,0.75,0.25,0.95
2.804488106393139e-4,100,1000,0.75,0.25,0.95
0.0012109707096296055,1000,1000,0.75,0.25,0.95
0.0039617841337872915,10000,1000,0.75,0.25,0.95
0.010496584795296495,100000,1000,0.75,0.25,0.95
0.023578043998314282,1000000,1000,0.75,0.25,0.95
0.04643542896762501,10000000,1000,0.75,0.25,0.95
0.08220812764222772,100000000,1000,0.75,0.25,0.95
2.103056084604377e-6,1,10000,0.75,0.25,0.95
1.818759240848406e-5,10,10000,0.75,0.25,0.95
1.1769591181875314e-4,100,10000,0.75,0.25,0.95
5.451577053317242e-4,1000,10000,0.75,0.25,0.95
0.0019190488037584173,10000,10000,0.75,0.25,0.95
0.005456233745115549,100000,10000,0.75,0.25,0.95
0.013110519615876793,1000000,10000,0.75,0.25,0.95
0.02746519211784304,10000000,10000,0.75,0.25,0.95
0.051338590858507296,100000000,10000,0.75,0.25,0.95
8.43463629059207e-7,1,100000,0.75,0.25,0.95
7.470118154981411e-6,10,100000,0.75,0.25,0.95
5.1043803717248136e-5,100,100000,0.75,0.25,0.95
2.5335386940036105e-4,1000,100000,0.75,0.25,0.95
9.498080957832382e-4,10000,100000,0.75,0.25,0.95
0.0028679588667676827,100000,100000,0.75,0.25,0.95
0.007335863323625862,1000000,100000,0.75,0.25,0.95
0.01636782798766197,10000000,100000,0.75,0.25,0.95
0.03244404666645903,100000000,100000,0.75,0.25,0.95
3.487658424419968e-7,1,1000000,0.75,0.25,0.95
3.1475888903317996e-6,10,1000000,0.75,0.25,0.95
2.2446920967853827e-5,100,1000000,0.75,0.25,0.95
1.1846820489016232e-4,1000,1000000,0.75,0.25,0.95
4.754313887649159e-4,10000,1000000,0.75,0.25,0.95
0.0015214568723665705,100000,1000000,0.75,0.25,0.95
0.004082411857432633,1000000,1000000,0.75,0.25,0.95
0.009572273448198797,10000000,1000000,0.75,0.25,0.95
0.020078015929330784,100000000,1000000,0.75,0.25,0.95
1.4724829707339897e-7,1,10000000,0.75,0.25,0.95
1.3507381403402533e-6,10,10000000,0.75,0.25,0.95
1.0000729891260388e-5,100,10000000,0.75,0.25,0.95
5.555788362349208e-5,1000,10000000,0.75,0.25,0.95
2.3686925352632348e-4,10000,10000000,0.75,0.25,0.95
8.030947035847977e-4,100000,10000000,0.75,0.25,0.95
0.002265903911671096,1000000,10000000,0.75,0.25,0.95
0.005558195340028048,10000000,10000000,0.75,0.25,0.95
0.01217452517700451,100000000,10000000,0.75,0.25,0.95
6.299797199679453e-8,1,100000000,0.75,0.25,0.95
5.859118207972655e-7,10,100000000,0.75,0.25,0.95
4.491639628220133e-6,100,100000000,0.75,0.25,0.95
2.6124550261593034e-5,1000,100000000,0.75,0.25,0.95
1.1760048284958192e-4,10000,100000000,0.75,0.25,0.95
4.233945419559443e-4,100000,100000000,0.75,0.25,0.95
0.0012604382109979136,1000000,100000000,0.75,0.25,0.95
0.0032469709499213005,10000000,100000000,0.75,0.25,0.95
0.00746253883224343,100000000,100000000,0.75,0.25,0.95
6.284474560559587e-4,1,1,0.75,0.30000000000000004,0.95
0.004393770480100523,10,1,0.75,0.30000000000000004,0.95
0.01909722692094459,100,1,0.75,0.30000000000000004,0.95
0.055336852886858835,1000,1,0.75,0.30000000000000004,0.95
0.12079426568868833,10000,1,0.75,0.30000000000000004,0.95
0.21600633866914223,100000,1,0.75,0.30000000000000004,0.95
0.3337543790604107,1000000,1,0.75,0.30000000000000004,0.95
0.461842539137634,10000000,1,0.75,0.30000000000000004,0.95
0.5871000048834886,100000000,1,0.75,0.30000000000000004,0.95
9.434414415443111e-5,1,10,0.75,0.30000000000000004,0.95
7.542005933806367e-4,10,10,0.75,0.30000000000000004,0.95
0.004095990549097226,100,10,0.75,0.30000000000000004,0.95
0.015004621147951919,1000,10,0.75,0.30000000000000004,0.95
0.04062037756668897,10000,10,0.75,0.30000000000000004,0.95
0.0879529984972083,100000,10,0.75,0.30000000000000004,0.95
0.160702781535163,1000000,10,0.75,0.30000000000000004,0.95
0.2570853578479873,10000000,10,0.75,0.30000000000000004,0.95
0.37044549186571063,100000000,10,0.75,0.30000000000000004,0.95
2.7426688864842276e-5,1,100,0.75,0.30000000000000004,0.95
2.3223822265004264e-4,10,100,0.75,0.30000000000000004,0.95
0.0014113693131203226,100,100,0.75,0.30000000000000004,0.95
0.0058915084083824305,1000,100,0.75,0.30000000000000004,0.95
0.018111312881257738,10000,100,0.75,0.30000000000000004,0.95
0.04404298014709595,100000,100,0.75,0.30000000000000004,0.95
0.08950817751412313,1000000,100,0.75,0.30000000000000004,0.95
0.1579666009485826,10000000,100,0.75,0.30000000000000004,0.95
0.24840772392752297,100000000,100,0.75,0.30000000000000004,0.95
9.603333472554813e-6,1,1000,0.75,0.30000000000000004,0.95
8.439135167782122e-5,10,1000,0.75,0.30000000000000004,0.95
5.562708070563563e-4,100,1000,0.75,0.30000000000000004,0.95
0.002568086379832544,1000,1000,0.75,0.30000000000000004,0.95
0.008718456091841267,10000,1000,0.75,0.30000000000000004,0.95
0.023291023756916655,100000,1000,0.75,0.30000000000000004,0.95
0.05161777185903499,1000000,1000,0.75,0.30000000000000004,0.95
0.09842235448370976,10000000,1000,0.75,0.30000000000000004,0.95
0.16630447822638592,100000000,1000,0.75,0.30000000000000004,0.95
3.666871255886659e-6,1,10000,0.75,0.30000000000000004,0.95
3.309890940273149e-5,10,10000,0.75,0.30000000000000004,0.95
2.3211817671771963e-4,100,10000,0.75,0.30000000000000004,0.95
0.0011617787482449667,1000,10000,0.75,0.30000000000000004,0.95
0.004307543080593087,10000,10000,0.75,0.30000000000000004,0.95
0.01254216436574367,100000,10000,0.75,0.30000000000000004,0.95
0.029999214249675055,1000000,10000,0.75,0.30000000000000004,0.95
0.06139430755870844,10000000,10000,0.75,0.30000000000000004,0.95
0.1107385353438782,100000000,10000,0.75,0.30000000000000004,0.95
1.466593624172785e-6,1,100000,0.75,0.30000000000000004,0.95
1.351385673089794e-5,10,100000,0.75,0.30000000000000004,0.95
1.0010379849180916e-4,100,100000,0.75,0.30000000000000004,0.95
5.390508571509362e-4,1000,100000,0.75,0.30000000000000004,0.95
0.002147701042805599,10000,100000,0.75,0.30000000000000004,0.95
0.006719201589898318,100000,100000,0.75,0.30000000000000004,0.95
0.017381316213868223,1000000,100000,0.75,0.30000000000000004,0.95
0.038255810020554455,10000000,100000,0.75,0.30000000000000004,0.95
0.07343959224549831,100000000,100000,0.75,0.30000000000000004,0.95
6.030005578339366e-7,1,1000000,0.75,0.30000000000000004,0.95
5.643544681779596e-6,10,1000000,0.75,0.30000000000000004,0.95
4.367550637556117e-5,100,1000000,0.75,0.30000000000000004,0.95
2.5196580203447756e-4,1000,1000000,0.75,0.30000000000000004,0.95
0.0010784075738341239,10000,1000000,0.75,0.30000000000000004,0.95
0.003603972573425126,100000,1000000,0.75,0.30000000000000004,0.95
0.009928462420496963,1000000,1000000,0.75,0.30000000000000004,0.95
0.02327457925646172,10000000,1000000,0.75,0.30000000000000004,0.95
0.04743720023212473,100000000,1000000,0.75,0.30000000000000004,0.95
2.5266502251532817e-7,1,10000000,0.75,0.30000000000000004,0.95
2.3948284432336594e-6,10,10000000,0.75,0.30000000000000004,0.95
1.921805184754993e-5,100,10000000,0.75,0.30000000000000004,0.95
1.1755503377064834e-4,1000,10000000,0.75,0.30000000000000004,0.95
5.399368291714532e-4,10000,10000000,0.75,0.30000000000000004,0.95
0.0019218324325532851,100000,10000000,0.75,0.30000000000000004,0.95
0.005597048572629098,1000000,10000000,0.75,0.30000000000000004,0.95
0.013942246930610103,10000000,10000000,0.75,0.30000000000000004,0.95
0.030169889329698267,100000000,10000000,0.75,0.30000000000000004,0.95
1.0718631677178165e-7,1,100000000,0.75,0.30000000000000004,0.95
1.026482021145129e-6,10,100000000,0.75,0.30000000000000004,0.95
8.504288419266584e-6,100,100000000,0.75,0.30000000000000004,0.95
5.473872520153158e-5,1000,100000000,0.75,0.30000000000000004,0.95
2.680737614734437e-4,10000,100000000,0.75,0.30000000000000004,0.95
0.0010151940661889606,100000,100000000,0.75,0.30000000000000004,0.95
0.0031380037525476326,1000000,100000000,0.75,0.30000000000000004,0.95
0.008306235486084602,10000000,100000000,0.75,0.30000000000000004,0.95
0.019066152291573966,100000000,100000000,0.75,0.30000000000000004,0.95
0.0010840994641858144,1,1,0.75,0.35000000000000003,0.95
0.007823155691093521,10,1,0.75,0.35000000000000003,0.95
0.03462619959957377,100,1,0.75,0.35000000000000003,0.95
0.09863002650156494,1000,1,0.75,0.35000000000000003,0.95
0.20583868674977884,10000,1,0.75,0.35000000000000003,0.95
0.3459811140670279,100000,1,0.75,0.35000000000000003,0.95
0.4983041419715455,1000000,1,0.75,0.35000000000000003,0.95
0.6412897037342821,10000000,1,0.75,0.35000000000000003,0.95
0.7603959980893091,100000000,1,0.75,0.35000000000000003,0.95
1.639763081739669e-4,1,10,0.75,0.35000000000000003,0.95
0.0013601057856682005,10,10,0.75,0.35000000000000003,0.95
0.007741800538819725,100,10,0.75,0.35000000000000003,0.95
0.028919195887069118,1000,10,0.75,0.35000000000000003,0.95
0.07723433529476363,10000,10,0.75,0.35000000000000003,0.95
0.160763683552728,100000,10,0.75,0.35000000000000003,0.95
0.2772391647476113,1000000,10,0.75,0.35000000000000003,0.95
0.41495291190397215,10000000,10,0.75,0.35000000000000003,0.95
0.556440571120015,100000000,10,0.75,0.35000000000000003,0.95
4.7794647705855486e-5,1,100,0.75,0.35000000000000003,0.95
4.190892898683682e-4,10,100,0.75,0.35000000000000003,0.95
0.0026956248069808886,100,100,0.75,0.35000000000000003,0.95
0.011696405731996701,1000,100,0.75,0.35000000000000003,0.95
0.036182081127049785,10000,100,0.75,0.35000000000000003,0.95
0.08607944041883966,100000,100,0.75,0.35000000000000003,0.95
0.16756148638383978,1000000,100,0.75,0.35000000000000003,0.95
0.2785099222234635,10000000,100,0.75,0.35000000000000003,0.95
0.40812123559775204,100000000,100,0.75,0.35000000000000003,0.95
1.6726688291421696e-5,1,1000,0.75,0.35000000000000003,0.95
1.5178515024260217e-4,10,1000,0.75,0.35000000000000003,0.95
0.0010636533093172167,100,1000,0.75,0.35000000000000003,0.95
0.005168991958926401,1000,1000,0.75,0.35000000000000003,0.95
0.017934000683072812,10000,1000,0.75,0.35000000000000003,0.95
